,Comentario,Texto limpio
10,"MUSEO SOUMAYA
El Museo Soumaya ubicado en Plaza Loreto fue el primero de la fundación Carlos Slim, con la finalidad de coleccionar, investigar y conservar testimonios artísticos de nuestro México y de Europa, después de algunos años, para ser exactos el 29 de marzo de 2011 abre sus puertas en una nueva e impresionante Plaza, conocida como “Plaza Carso”, todo un complejo de tiendas, restaurantes, museos, esculturas, tecnología, terrazas, definitivamente es para que le dediques todo un día, que vayas con zapato cómodo y te dispongas a disfrutar.

El Museo Soumaya fue desarrollado por el Arquitecto Fernando Romero, simplemente luce imponente y es considerado como uno de los más completos en su tipo, un acto muy bello de amor para su esposa Soumaya Domit Gemayel, a quién es dedicado, ya que falleció en 1999 y también un acto de amor para la Sociedad ya que es gratuito.

Me encanta que este tipo de proyectos tan importantes sean compartidos con la sociedad y además sin costo, acudir, conocer y apreciar el arte y la cultura a través de exposiciones internacionales, dándonos la oportunidad de empaparnos de la esencia de grandes artistas, conocer puntos de vista del arte a través de las obras y deleitar nuestros ojos.

Este gran lugar te espera con los brazos abiertos, apto para todo mundo, abierto de 10:30am a 6:30pm.

Después de hacer el recorrido por infinidad salas y subir y subir hasta llegar al último nivel empaparnos de todo el arte y la cultura de este sitio tan interesante y además de sentir un deyabu con el museo Guggenheim de Nueva York y tomar miles de fotos, nos dirigimos a otro de los museos que aquí se encuentran, el Museo Jumex.

Disfrutamos mucho de este lugar, así que los invito a escribir su propia historia, hasta la próxima y buen viaje.",museo soumaya museo soumaya ubicado plaza loreto fundación carlos slim finalidad coleccionar investigar conservar testimonios artísticos méxico europa años exactos marzo abre puertas impresionante plaza conocida “plaza carso” complejo tiendas restaurantes museos esculturas tecnología terrazas definitivamente dediques vayas zapato cómodo dispongas disfrutar museo soumaya desarrollado arquitecto fernando romero simplemente luce imponente considerado completos tipo acto bello amor esposa soumaya domit gemayel dedicado falleció acto amor sociedad gratuito encanta tipo proyectos importantes compartidos sociedad costo acudir apreciar arte cultura exposiciones internacionales dándonos oportunidad empaparnos esencia artistas puntos vista arte obras deleitar ojos espera brazos abiertos apto mundo abierto am pm recorrido infinidad salas subir subir llegar nivel empaparnos arte cultura sitio interesante sentir deyabu museo guggenheim york tomar miles fotos dirigimos museos encuentran museo jumex disfrutamos invito escribir historia próxima viaje
11,"Maravilloso ⭐⭐⭐⭐⭐😍🇲🇽🌹💙🌎

*Es un lugar precioso
*Tiene una excelente zona turística
*Cuenta con servicios y negocios para todos los gustos a su rededor
*Es maravilloso para caminar, andar en bicicleta, patines o patineta
*Excelente para las personas amantes de la fotografía
*Perfecto para un paseo con nuestra mascota
*Es un museo muy lindo y frente a el se encuentra el ACUARIO INBURSA 💙✨",maravilloso  precioso excelente zona turística servicios negocios gustos rededor maravilloso caminar andar bicicleta patines patineta excelente personas amantes fotografía perfecto paseo mascota museo lindo frente acuario inbursa 
12,Recomiendo visitar el museo desde el último piso al primero. Empezando por las salas de exposición de arte y cultura mexicana y bajando por las escaleras hasta los primeros pisos. El museo es grande y requiere tiempo para su visita. Es una pena que muchas de más esculturas y obras de arte no estaban ubicadas en orden específico.,recomiendo visitar museo piso empezando salas exposición arte cultura mexicana bajando escaleras pisos museo grande requiere visita pena esculturas obras arte ubicadas orden específico
13,"Es un lugar increíble, impone muchísimo el estar enfrente y rodeado al mismo tiempo de rascacielos. Increíble la cantidad de turismo extranjero que hay en este lugar únicamente para ver la arquitectura del museo. Sin duda alguna es un lugar precioso el cual definitivamente tienen que incluir en sus planes.",increíble impone muchísimo rodeado rascacielos increíble cantidad turismo extranjero únicamente arquitectura museo duda precioso definitivamente incluir planes
14,"Me encantó el museo, uno no se imagina que tan grande es hasta lo vas recorriendo y vas subiendo los pisos. Una colección muy variada y para todos los gustos. Recomiendo ir",encantó museo imagina grande vas recorriendo vas subiendo pisos colección variada gustos recomiendo
15,"Uno de los indispensables en la los lugares a visitar si vienes la Ciudad de México, no te va a decepcionar y las fotos para tu insta quedarán increíbles. Sugiero ir entre semana para evitar las aglomeraciones de gente y la fila de espera.
Es totalmente gratuito.",indispensables lugares visitar vienes ciudad méxico decepcionar fotos insta quedarán increíbles sugiero semana evitar aglomeraciones gente fila espera totalmente gratuito
16,"Encantado de visitar este mágico museo! Es una maravilla, la estructura es fantástica definitivamente lo recomiendo para visitar en la ciudad de México, cumplen con todos los protocolos de bioseguridad en cuánto al Covid",encantado visitar mágico museo maravilla estructura fantástica definitivamente recomiendo visitar ciudad méxico cumplen protocolos bioseguridad covid
17,"Es un magnífico Museo ✨ Cuenta con diferentes secciones. Sin duda es un excelente lugar para visitar y apreciar del arte entro otros.
Es de los pocos museos que se encuentra abierto los días lunes ( aún que sea día festivo ) . Una experiencia inigualable .
Cuenta con todas las medidas de sanidad ante la actual pandemia. Ideal para visitar en familia, con amigos etc.",magnífico museo  secciones duda excelente visitar apreciar arte entro museos abierto lunes festivo experiencia inigualable medidas sanidad actual pandemia ideal visitar familia amigos etc
18,"Excepcional, la Entrada es *Gratuita* de afuera hacia adentro es una experiencia única. Les recomiendo que si son Fan de Rodin, vallan hasta el 5to piso aprecien su arte y luego vallan bajando piso tras piso a las otras salas. Este museo cuenta con la mayor colección de Rodin fuera de Francia. Elegido como el mejor de México y en el top 10 del mundo.",excepcional entrada gratuita afuera adentro experiencia única recomiendo fan rodin vallan to piso aprecien arte vallan bajando piso piso salas museo colección rodin francia elegido méxico top mundo
19,"Maravilloso lugar, siempre impecable de limpio.
Museo gratuito y con piezas únicas.
Cuenta con todas las medidas higiénicas para el ingreso y durante toda la estancia.
Horario dw cierre, las 18:30 hrs. Si llegas a las 18:00hrs no alcanzas a ver todas las salas.",maravilloso impecable limpio museo gratuito piezas únicas medidas higiénicas ingreso estancia horario dw cierre hrs llegas hrs alcanzas salas
20,"Es gratuito en el guardaropa hay unos libros muy lindos y son gratuitos les recomiendo que los tomen antes de empezar la exposición por que se acaban y ahí se explican muchas cosas,otra cosa no lleven 🎒muy abultadas si nos les gusta dejarlas en el guardaropa",gratuito guardaropa libros lindos gratuitos recomiendo tomen empezar exposición acaban explican cosasotra cosa lleven muy abultadas gusta dejarlas guardaropa
21,"Tuve la oportunidad de visitar el Museo Soumaya en la ciudad de México, en la zona de Polanco.
Aunque tuve poco tiempo para recorrer todos los pisos pude encontrar versiones del artista Rodin, Borghese, Renoir, etc..
La entrada al museo es de libre acceso (no tiene costo).",oportunidad visitar museo soumaya ciudad méxico zona polanco recorrer pisos pude encontrar versiones artista rodin borghese renoir etc entrada museo libre acceso costo
22,"Excelente lugar para disfrutar de diversas obras de arte, el personal es muy amable y atento con los visitantes, puedes pasar horas y horas admirando todas las obras.",excelente disfrutar diversas obras arte personal amable atento visitantes puedes pasar admirando obras
23,"Muy hermoso el museo, entrada gratis, vayan con calzado cómodo y con tiempo. La exposición es muy extensa.",hermoso museo entrada gratis vayan calzado cómodo exposición extensa
24,"Excelente museo. Gratuito. Cierra a las 18:30 hrs

Aconsejo visitarlo subiendo por el elevador hasta la 5ta planta y después subir a la 6ta andando. Comenzar ahí y bajar.

Las más impresionantes son posiblemente la 6ta, 5ta y 2da a mi parecer. Pero todo el museo es buenísimo.",excelente museo gratuito cierra hrs aconsejo visitarlo subiendo elevador ta planta subir ta andando comenzar bajar impresionantes posiblemente ta ta parecer museo buenísimo
25,"Impresionante y variada colección de arte. No se paga entrada. Si quieres buenas fotos en su fachada vanguardista, recomiendo ir antes de 10 am cuando hay buena luz natural y poca gente.",impresionante variada colección arte paga entrada quieres fotos fachada vanguardista recomiendo am luz natural gente
26,"Wow, su arquitectura espectacular!

Cuenta con 6 salas de exposición y es un deleite ir ""subiendo"" a cada una de ellas.  Uno va caminando en espiral y se va topando con cada una de las salas.   Disfruté las exposiciones y la arquitecta del lugar.",wow arquitectura espectacular salas exposición deleite subiendo caminando espiral topando salas disfruté exposiciones arquitecta
27,"El mejor museo de México. Una excelente muestra del arte pictórico, las más selectas piezas de Rodin y otros grandes maestros de la escultura. Podría pasar horas y días admirando tantas obras de arte.",museo méxico excelente muestra arte pictórico selectas piezas rodin maestros escultura pasar admirando tantas obras arte
28,"Muy recomendable. Un recorrido por el tiempo, destacan obras pictóricas de grandes maestros poco conocidas y algunos objetos curiosos de la historia. También, señalaría los muebles de marquetería y el trabajo en marfil, objetos realmente esquisitos",recomendable recorrido destacan obras pictóricas maestros conocidas objetos curiosos historia señalaría muebles marquetería marfil objetos realmente esquisitos
29,"Un museo con una colección impresionante del empresario Carlos Slim donde encontrarás piezas de arte americano y europeo con más de tres siglos. Vale mucho la pena visitarlo además la entrada es gratuita. El lugar es maravilloso y está impecablemente limpio, al igual que los sanitarios. La arquitectura es sorprendente, sin duda encaja perfecto con los edificios que lo rodean. Un bello museo que honra la memoria de su esposa Soumaya Domit.",museo colección impresionante empresario carlos slim encontrarás piezas arte americano europeo siglos vale pena visitarlo entrada gratuita maravilloso impecablemente limpio sanitarios arquitectura sorprendente duda encaja perfecto edificios rodean bello museo honra memoria esposa soumaya domit
30,"Hace poco tuve la oportunidad de conocerlo y me pregunto por qué no lo hice antes. Una visita obligada en cada visita a la ciudad. El personal se portó muy amable, y aunque había muchos visitantes, la entrada fue muy ágil, ordenada y con buenos protocolos sanitarios. Las obras exhibidas merecen muchos más elogios de los que caben aquí. Estoy gratamente sorprendido. Enhorabuena.",oportunidad conocerlo pregunto hice visita obligada visita ciudad personal portó amable visitantes entrada ágil ordenada protocolos sanitarios obras exhibidas merecen elogios caben gratamente sorprendido enhorabuena
31,"Excelente lugar para visitar. 100% recomendado. Vayan con tiempo, recomiendo al menos 2 horas para poder ver todo.",excelente visitar recomendado vayan recomiendo
32,"Hermoso museo donde realmente se aprecia el arte de una manera y un hambiente realmente bellísimo, cada centímetro de ese lugar y las obras son de otro nivel.",hermoso museo realmente aprecia arte hambiente realmente bellísimo centímetro obras nivel
33,"Aún que e ido en varias ocasiones y dejé de ir por la pandemia , si se preocupan por cambiar sus exposiciones, me gustó la de aparatos antiguos como fonografos, cajas de musicas y teléfonos.",ido ocasiones dejé pandemia preocupan cambiar exposiciones gustó aparatos antiguos fonografos cajas musicas teléfonos
34,"Museo increíble, la gran cantidad de salas y de piezas que exhiben.
Un lugar que no debe perderse uno.
Si recorren todas las salas, el tiempo estimado es de 5 horas. Y creo que hubo algunas partes que no pudimos visitar.",museo increíble cantidad salas piezas exhiben perderse recorren salas estimado partes pudimos visitar
35,"Es un museo muy completo, es gratuito, tiene cosas súper hermosas y entretenidas, necesitas todo el día si quieres verlo bien y disfrutar todo lo que tiene, súper recomendado, solamente me gustaría que sus obras tuvieran más descripción por qué está muy general por esa parte, me quedé con ganas de saber más en cuanto a los artefactos, por ejemplo de dónde vienen y así .",museo completo gratuito súper hermosas entretenidas necesitas quieres verlo disfrutar súper recomendado gustaría obras descripción quedé ganas artefactos vienen
36,"El museo es gratuito, te revisan la mochila y no permiten entrar con objetos grandes ni el selfie stick, si lo llevas necesitas dejarlo en paquetería, son 6 pisos de exhibición, vale la pena recorrerlo todo",museo gratuito revisan mochila permiten entrar objetos selfie stick llevas necesitas dejarlo paquetería pisos exhibición vale pena recorrerlo
37,"Un lugar que vale la pena conocer por sus obras, ostentoso y majestuoso es lo que puedo decir para describirlo",vale pena obras ostentoso majestuoso describirlo
38,"El Museo Soumaya es el museo de la Ciudad de México que cuenta con unas de las mejores colecciones de la ciudad y la entrada es completamente gratuita.

Este edificio es de varias plantas donde se puede ver desde artes decorativas y otra sala con marfil de Asia.

En otra de sus salas están los artistas europeos con algunos cuadros importantes como el cuadro de Carlos II el hechizado.

En las siguientes salas están los romanticismo y el arte mexicano.",museo soumaya museo ciudad méxico mejores colecciones ciudad entrada completamente gratuita edificio plantas artes decorativas sala marfil asia salas artistas europeos cuadros importantes cuadro carlos ii hechizado siguientes salas romanticismo arte mexicano
39,"Es un museo realmente muy bonito, se puede apreciar desde varias calles atrás y además de ser un punto de referencia es totalmente gratis. Actualmente por la pandemia está limitada la entrada pero esperemos que con el tiempo se libere el acceso. Sin dudas visiten este museo",museo realmente bonito apreciar calles atrás punto referencia totalmente gratis pandemia limitada entrada esperemos libere acceso dudas visiten museo
40,Arquitectura vanguardista. Muy elegante su museografía y colección. Acceso gratuito en sábado. Medidas de seguridad.,arquitectura vanguardista elegante museografía colección acceso gratuito sábado medidas seguridad
41,"Esta muy bonito de vistas y es gratis.
Lo que más sorprende es el curioso edificio con su silueta de hongo y por dentro es como un caracol gigante.
Hay obras y artículos de historia muy interesantes y algunos muy llamativos!
Me sorprendió un colmillo de mamut    tallado y colecciones de teléfonos, relojes, pintura, esculturas originales de Botello en fin una colección algo variada y extraña por momentos pero simpático lugar",bonito vistas gratis sorprende curioso edificio silueta hongo caracol gigante obras artículos historia interesantes llamativos sorprendió colmillo mamut tallado colecciones teléfonos relojes pintura esculturas originales botello colección variada extraña momentos simpático
42,"Vivir o visitar CDMX tiene esta visita como requerida. Es un privilegio tener acceso a un museo que nos brinda y deleita con su arquitectura, acervo y acceso gratuito (algo de reconocer pues los museos de este calibre en cualquier ciudad del mundo son de acceso costoso por lo general). Hermoso espacio que desde su vestidor impacta con sus dimensiones, muralismo y piezas unicas...rampas bien pensadas...el blanco permite apreciar las obras, los trazos, los tallados o los mosaicos...como en todo museo habrán piezas que son las favoritas mias que comparto aqui pero no hay como verlo en el lugar y encontrar la pieza favorita para cada quien...siglos de historia, arte religioso, tallados...es dificil enumerar tanto que hay dentro y el magnífico trabajo para resumir los estilos, tendencias y espacios de tiempo donde se trabaja la colección...me debo varias visitas mas para volver a deleitar mis sentidos. Hay exposiciones temporales como una de fotografía que a la fecha de esta publicación había de orgullo mexicano. Estacionamiento en Plaza Carso, llevar zapato cómodo de preferencia no derrapante.",vivir visitar cdmx visita requerida privilegio acceso museo brinda deleita arquitectura acervo acceso gratuito reconocer museos calibre ciudad mundo acceso costoso hermoso espacio vestidor impacta dimensiones muralismo piezas unicasrampas pensadasel blanco permite apreciar obras trazos tallados mosaicoscomo museo piezas favoritas comparto verlo encontrar pieza favorita quiensiglos historia arte religioso talladoses dificil enumerar magnífico resumir estilos tendencias espacios colecciónme debo visitas volver deleitar exposiciones temporales fotografía fecha publicación orgullo mexicano estacionamiento plaza carso zapato cómodo preferencia derrapante
43,"El Museo Soumaya nos brinda la posibilidad de darnos un maravilloso paseo por  la obra de los principales artistas Mexicanos y  otros grandes artistas renacentistas e impresionistas, es decir, por gran parte de la historia del arte.",museo soumaya brinda posibilidad darnos maravilloso paseo obra principales artistas mexicanos artistas renacentistas impresionistas historia arte
44,"Muy buena colección aunque un poco dispar en la narrativa, la ventaja que es gratis y se pueden apreciar muchas obras de arte de distintas épocas",colección dispar narrativa ventaja gratis apreciar obras arte distintas épocas
45,"Una de las experiencias más satisfactorias de mi viaje a la Ciudad de México. He disfrutado como un niño de su concepto expositivo, de las obras expuestas y de la calidad de sus servicios. Un referente a nivel internacional. Chapeau a todo lo que este museo ofrece. Seguid así",experiencias satisfactorias viaje ciudad méxico disfrutado niño concepto expositivo obras expuestas calidad servicios referente nivel internacional chapeau museo ofrece seguid
46,"Es un museo muy completo, es para ir con tiempo de sobra para recorrer cada una de las salas, como recomendación llevar calzado cómodo una buena cámara y no llevar mochila o bultos, e ir con alguien le llame la atención igual o más que a ti, hay muchas exposiciones, además del ambiente relajado y siempre bien vigilado, los baños son limpios hay creo yo, unos en cada sala, menos la última o la superior, la fachada increíble.
Buena experiencia",museo completo sobra recorrer salas recomendación calzado cómodo cámara mochila bultos alguien llame atención exposiciones ambiente relajado vigilado baños limpios sala superior fachada increíble experiencia
47,"Un lugar magnífico para aprender un poco de historia, la seguridad es excelente. Y el diseñó arquitectónico del edificio es futurista. ¡Me encantó!.",magnífico aprender historia seguridad excelente diseñó arquitectónico edificio futurista encantó
48,"Un lugar excelente para visitar.
No cobran la entrada y tiene 6 salas. Debes tener mínimo 2 horas para ver todo.",excelente visitar cobran entrada salas debes mínimo
49,"Que increíble museo y arquitectura, sin duda uno de los mejores lugares del país y de los mejores museos del mundo. Las obras super valiosas y muy diversas que hacen conectar de una mágica forma el arte y el alma!",increíble museo arquitectura duda mejores lugares país mejores museos mundo obras super valiosas diversas conectar mágica forma arte alma
50,"El proceso al entrar fue bastante ordenado y rápido, no más de 15 min. en una fila medianamente larga. Las instalaciones impecables y la atención al público muy buena, llevan a cabo el protocolo de sanitización al entrar a las mismas.
El arte que exponen es muy interesante, pero lo que más llama la atención es la forma de su estructura, que se asoma entre edificios en una de las zonas urbanas más famosas de CDMX, realmente recomendable, una completa experiencia.",proceso entrar ordenado rápido min fila medianamente larga instalaciones impecables atención público llevan cabo protocolo sanitización entrar arte exponen interesante llama atención forma estructura asoma edificios zonas urbanas famosas cdmx realmente recomendable completa experiencia
51,"Hermoso museo, muy moderno y con muchas obras de arte atractivas para todo tipo de público, accesos fáciles y completamente gratis",hermoso museo moderno obras arte atractivas tipo público accesos fáciles completamente gratis
52,"Un museo increíble
Es la segunda vez que lo visito y me voy doblemente encantada",museo increíble visito doblemente encantada
53,"Me encantó el museo. Tiene rampas y elevador. Las obras de arte son bellísimas, cada piso está dedicado a un tema.
El edificio por sí mismo es una obra de arte.
El personal muy amable y cuidan que entre determinado número de personas para evitar aglomeración.
Fue una visita muy agradable.
¡Además es gratis!",encantó museo rampas elevador obras arte bellísimas piso dedicado tema edificio obra arte personal amable cuidan determinado número personas evitar aglomeración visita agradable gratis
54,Impresionantes galerías de arte. Super recomendable 20 siglos de arte en México.. Entrada gratuita,impresionantes galerías arte super recomendable siglos arte méxico entrada gratuita
55,"Excelente museo, la entrada es gratis y tienen cosas muy interesantes para ver",excelente museo entrada gratis interesantes
56,"El museo es impecable.
La exposición es hermosa ( el único piso que no me gustó es el del marfil )

Me encanta que nos compartan su colección de arte gratuitamente.

Es un museo hermoso con una colección invaluable.",museo impecable exposición hermosa único piso gustó marfil encanta compartan colección arte gratuitamente museo hermoso colección invaluable
57,"De mis lugares favoritos para visitar en CDMX, la estructura es preciosa así como todo lo que se encuentra dentro",lugares favoritos visitar cdmx estructura preciosa
58,"El museo se encuentra en excelentes condiciones, el mantenimiento se nota.
Cumplen con las medidas necesarias por Covid.
Aunque los fines de semana debe hacerse fila para poder accesar, fluye bastante rápido.
Él tiempo de espera no es mucho :)
El acceso es gratuito, dentro encontrarás un pequeño spot con souvenirs muy bonitos",museo excelentes condiciones mantenimiento nota cumplen medidas necesarias covid fines semana hacerse fila accesar fluye rápido espera acceso gratuito encontrarás pequeño spot souvenirs bonitos
59,"El museo Soumaya es una de los destinos turísticos de la Ciudad de México, ubicado en el icónico y relevante barrio Polanco en plaza Carso, su infraestructura es muy impresionante y una foto en este lugar es infaltable, pero lo más relevante es su exhibición de arte, impresionante colección del empresario Carlos Slim y cabe resaltar que este museo es en honor a su difunta esposa Soumaya, para resaltar, son 5 pisos más una sala de esculturas que su único acceso es por el piso 5, encontrarán una tienda de souvenirs que para mi parecer tiene cosas muy interesantes y precios muy accesibles",museo soumaya destinos turísticos ciudad méxico ubicado icónico relevante barrio polanco plaza carso infraestructura impresionante foto infaltable relevante exhibición arte impresionante colección empresario carlos slim cabe resaltar museo honor difunta esposa soumaya resaltar pisos sala esculturas único acceso piso encontrarán tienda souvenirs parecer interesantes precios accesibles
60,"el lugar es muy hermoso , las exposiciones muy interesantes en total son 5 salas para llegar a ellas hay que subir por las rampas por lo tanto hay que llevarse zapatos cómodos  y ligeros ,si llevas mochila deberás llevarla en el pecho por cuestión de seguridad en cuanto al personal fue muy amable o al menos el que estaba cuando fui yo  ; yo fui entre las 12 y 1 entonces si me toco hacer un poco de fila asi que es mejor llegar temprano",hermoso exposiciones interesantes salas llegar subir rampas llevarse zapatos cómodos ligeros llevas mochila deberás llevarla pecho cuestión seguridad personal amable toco fila llegar
61,"Magnífico lugar, enormes espacios, y volúmenes conectados por rampas/pasillos que presentan distintas salas con diferentes colecciones, imperdible en la CDMX.",magnífico enormes espacios volúmenes conectados rampaspasillos presentan distintas salas colecciones imperdible cdmx
62,"Un museo diferente arquitectonicamente, bonito e interesante por las obras que se exponen y la composición del mismo, muy recomendable además de que no cobra.",museo arquitectonicamente bonito interesante obras exponen composición recomendable cobra
63,"La entrada es completamente gratuita, está cerca a la estación de Polanco. Tiene obras muy hermosas, creo que se debe dedicar un solo día a visitarlo, ya que es bastante grande y si vienes de recorrer otros lugares, posiblemente vas a cansarte antes de ver todas las salas de exposiciones.",entrada completamente gratuita estación polanco obras hermosas dedicar visitarlo grande vienes recorrer lugares posiblemente vas cansarte salas exposiciones
64,"ARQUITECTURA Y ARTE. Imperdible.la arquitectura del lugar es sorprendente. UN MUSEO con muestra variadas, de marfiles, colecciom amplia de teléfonos antiguos,  cuadros de Rubens y otros muy afamados.
Un mural impresionante nos da la recibida.
Imperdible. GRATUITO.",arquitectura arte imperdiblela arquitectura sorprendente museo muestra variadas marfiles colecciom amplia teléfonos antiguos cuadros rubens afamados mural impresionante recibida imperdible gratuito
65,Súper hermosas las esculturas del último piso!!!! Muy buena atención!!! La tienda está padre!!! Me compré una bolsa linda 😃 el diseño del museo es muy minimalista y espacioso. Muy recomendable!!! Tiene tanto escaleras como elevador!  Padrísimo!,súper hermosas esculturas piso atención tienda padre compré bolsa linda  diseño museo minimalista espacioso recomendable escaleras elevador padrísimo
