,Comentario,Texto limpio
15,"Nunca lo había visitado y aprovechando que fuí más en plan de vacaciones a la CDMX no me quedé con las ganas de visitar el famoso ""Museo de cera"". Esta limpio, tiene muchos personajes nacionales e internacionales, presidentes, cantantes, parte del terror y de niños, está bien para pasar un buen momento, lo único es que faltan muchos personajes famosos y hay otros que no lo son tanto como para estar ahí. Por ejemplo no está Salma que es un ícono del país, no está Brad Pitt y por ejemplo está Juan Pa Zurita que muchos ni saben quien es o el Vitor lo tienen hasta 2 veces, pero en gral. Bien.",visitado aprovechando fuí plan vacaciones cdmx quedé ganas visitar famoso museo cera limpio personajes nacionales internacionales presidentes cantantes terror niños pasar único faltan personajes famosos salma ícono país brad pitt juan pa zurita vitor gral
16,"Excelente lugar para disfrutar de un buen día, el personal muy atento, 100% recomendable.",excelente disfrutar personal atento recomendable
17,Excelente lugar para ir de paseo e ir a pasar un rato,excelente paseo pasar rato
18,Gran lugar para disfrutar del museo de cera por 150 pesos.,disfrutar museo cera pesos
19,"Super divertido , la idea era pasar rápido para visitar más lugares y terminé pasando el día entero en el lugar, muy divertido y a los niños les encanta, la comida rápida es buena pedi un combo de hamburguesa y estaba bueno no como las cochinadas de hamburguesas de Sotelo.",super divertido idea pasar rápido visitar lugares terminé pasando entero divertido niños encanta comida rápida pedi combo hamburguesa cochinadas hamburguesas sotelo
20,Me encanta !! Puedes entrar y salir las veces que quieras,encanta puedes entrar salir quieras
21,"Excelente lugar, grata experiencia para tener de cerca a grandes figuras mundiales recreadas en cera, felicitaciones, que buen museo y con precios accequibles y muy buena ambientación para cada personaje",excelente grata experiencia figuras mundiales recreadas cera felicitaciones museo precios accequibles ambientación personaje
22,"Excelente lugar, ordenado, cuidado, respetando la sana distancia, se agradecen esos momentos de pandemia.",excelente ordenado cuidado respetando sana distancia agradecen momentos pandemia
23,Es un lugar con una variedad de figuras de cera principalmente encuentras personajes famosos desde políticos hasta de películas de terror.,variedad figuras cera encuentras personajes famosos políticos películas terror
24,Es mi primera vez que fui al museum que de muy soprendido muy hermoso,museum soprendido hermoso
25,"buen lugar, mínimo 2 horas si te entretienes sanamente y te saca algo de historia..",mínimo entretienes sanamente saca historia
26,"Excelente lugar para visitar y pasar un rato agradable con la familia, también el recorrido en el museo de Ripley es muy bueno",excelente visitar pasar rato agradable familia recorrido museo ripley
27,"Divertido, entretenido y sorprendente. Es bueno para visitarlo solo, acompañado o en familia.",divertido entretenido sorprendente visitarlo acompañado familia
28,"Muy buen museo, excelente zona. Luce bastante real todo. Volvería de nuevo",museo excelente zona luce real volvería
29,Los modelos de cera son muy parecidos y tienen niveles de detalles muy complejos. La verdad se sacan fotos muy buenas con célebres personajes. La parte de terror es fenomenal. Recomendadisimo,modelos cera parecidos niveles detalles complejos sacan fotos célebres personajes terror fenomenal recomendadisimo
30,Una gran experiencia el laberinto de espejos y el asombro de tantas figuras realistas que pareciera que solo les falta hablar! Es de los lugares que no puedes dejar de visitar si vienes a CDMX. Además es de un costo accesible.,experiencia laberinto espejos asombro tantas figuras realistas pareciera falta hablar lugares puedes dejar visitar vienes cdmx costo accesible
31,"Fui con dudas, pensé que no iba a estar a la altura pero me equivoqué. Excelente lugar. Muy bien todo y baños limpios. Tienen que ir.",dudas pensé iba altura equivoqué excelente baños limpios
32,Excelente lugar para grandes y pequeños... 100% recomendable,excelente pequeños recomendable
33,"Nos gustó mucho, muy buen museo, excelentes instalaciones, personal atento. Gran variedad de personajes.",gustó museo excelentes instalaciones personal atento variedad personajes
34,Estos museos son geniales! Todas las secciones son increíbles y aunque algunas figuras no se parecen disfrutas la estancia 👌🏻,museos geniales secciones increíbles figuras parecen disfrutas estancia 
35,"Excelente lugar para conocer, imperdible su vienes a este museo.  No recomiendo comprar comprar museo de Ripley no hay nada interesante.",excelente imperdible vienes museo recomiendo comprar comprar museo ripley interesante
36,"Estuvo muy bueno y parecían tan reales que sentía que se movían, recomendado para ir de paseo a tomar fotos",parecían reales sentía movían recomendado paseo tomar fotos
37,"El costo del museo es un poco elevado tomando en cuenta la experiencia, sin embargo la figuras que se exponen son muy realistas y se pueden tomar fotos dentro del museo sin costo adicional, con la única condición de evitar tocar las figuras.",costo museo elevado tomando experiencia figuras exponen realistas tomar fotos museo costo adicional única condición evitar tocar figuras
38,"A pesar de las nuevas normas de salud y sana distancia se puede disfrutar muy bien el recorrido en ambos museos. Las atracciones adicionales como la  4D o la de realidad virtual están bien si deseas adquirirlas en paquete y si quieres consentir a los más pequeños del hogar. Sigue manteniendo la nostalgia de cuando éramos pequeños, recomendable para toda la familia.",normas salud sana distancia disfrutar recorrido museos atracciones adicionales d realidad virtual deseas adquirirlas paquete quieres consentir pequeños hogar manteniendo nostalgia pequeños recomendable familia
39,Una gran experiencia para compartir con familiares y amigos,experiencia compartir familiares amigos
40,"Me pareció una de las atracciones principales de la ciudad me encantó su temática y la casa del terror estuvo sin lugar a duda de los mejores momentos del recorrido , los invito a que pasen si van a Roma y están buscando conocer la ciudad .",pareció atracciones principales ciudad encantó temática casa terror duda mejores momentos recorrido invito pasen roma buscando ciudad
41,"Esta muy padre, me impresionaron algunas figuras son muy realistas como Broso,  tiene varias salas área de terror y área para niños.",padre impresionaron figuras realistas broso salas área terror área niños
42,"Un lugar divertido para compartir con amigos o familiares, ya que la visita se hace más amena y disfrutable. Ya que en museo encontrarás personas de distintas épocas y ámbitos.",divertido compartir amigos familiares visita amena disfrutable museo encontrarás personas distintas épocas ámbitos
43,"Lugar súper entretenido para llevar a los niños, vale la pena comprar las 3 atracciones, museo de cera, museo de Ripley y viaje fantástico. Tiene sección para comer algún snack y puedes hacer tu mano de cera. 👍",súper entretenido niños vale pena comprar atracciones museo cera museo ripley viaje fantástico sección comer snack puedes mano cera 
44,"Un lugar maravilloso para visitar en familia, muy económico $150 la entrada, solo incluye el museo de cera, si quieres entrar a el museo de ripley es un costo adicional.",maravilloso visitar familia económico entrada incluye museo cera quieres entrar museo ripley costo adicional
45,"De los mejores museos que he visitado, recomiendo las 4 atracciones,  los costos de adultos $415 pesos, niños y adultos mayores $345; los costos en comida rápida también son accesibles, super recomendable.",mejores museos visitado recomiendo atracciones costos adultos pesos niños adultos mayores costos comida rápida accesibles super recomendable
46,"Es un clásico en la cdmx te gusten los museos o no. Los detalles y realismo de gran parte de sus figuras son enormes. El museo es relativamente pequeño, con calma lo recorres al rededor de una hora, poco mas. Tiene al menos 10 salas temáticas y una zona de horror. Todo bien pero el costo en relación con el tiempo de visita es alto, 150 adultos y 125 niños, sin lugar a dudas uno de los museos mas caros de todo el pais.",clásico cdmx gusten museos detalles realismo figuras enormes museo relativamente pequeño calma recorres rededor hora salas temáticas zona horror costo relación visita alto adultos niños dudas museos caros
47,"Muy ordenado, pero aun le faltan muchas celebridades del cine Mexicano.",ordenado faltan celebridades cine mexicano
48,"Sin lugar a dudas es un sitio interesante y varias de las figuras son muy realistas, pareciera que en cualquier momento se moverán. Por un momento dudé en pagar el costo del boleto de acceso pero sinceramente valió 100% el costo.",dudas sitio interesante figuras realistas pareciera moverán dudé pagar costo boleto acceso sinceramente valió costo
49,"Muy entretenido, hay algunos realmente fascinantes.",entretenido realmente fascinantes
50,"Tenía bastante tiempo que no visitaba el museo. Me lleve una agradable sorpresa respecto a lo mucho que han mejorado los modelos de cera, pues son muy realistas. El contraste es notable cuando se compara con los modelos más viejos que siguen en exhibición. Lo malo, es que la comida de la cafetería dentro del lugar es de bastante mala calidad, pero por el resto, una buena experiencia en general.",visitaba museo lleve agradable sorpresa mejorado modelos cera realistas contraste notable compara modelos viejos siguen exhibición malo comida cafetería mala calidad resto experiencia
51,"Me gustó mucho el museo ya se ven super realistas las imagenes, solo sentí que faltaron más figuras icónicas de México como Thalia, Alejandra Guzmán. Del resto me encantó",gustó museo ven super realistas imagenes sentí faltaron figuras icónicas méxico thalia alejandra guzmán resto encantó
52,"Me fascina, es el lugar perfecto para alguna cita inicial o para ir con tu familia, tiene de todo, en realidad se me hace un lugar muy completo.",fascina perfecto cita inicial familia realidad completo
53,Muy bonito lugar para compartir con tus ídolos en cera,bonito compartir ídolos cera
54,Excelente lugar para pasarla bien en pareja o familia. La casa del terror muy entretenido.,excelente pasarla pareja familia casa terror entretenido
55,"El museo es entretenido, los personajes son interesantes.",museo entretenido personajes interesantes
56,"El lugar cuesta 125 para estudiantes o maestros y 150 para público en general, siento que 100 hubiera Sido un precio justo, entretenido si te gustan personajes de las historia o famosos, si no te gusta la verdad no es tan cool.",cuesta estudiantes maestros público siento precio justo entretenido gustan personajes historia famosos gusta cool
57,"El lugar tiene muy fácil acceso, hay estacionamiento públicos o sobre la vialidad pagando parquimetro.",fácil acceso estacionamiento públicos vialidad pagando parquimetro
58,"Es un lugar increíble,  hay figuras de cualquier persona con renombre en cualquier ámbito, desde deportistas, artistas, hasta reinas, presidentes, y mucho más. La verdad te llevas una grata experiencia",increíble figuras persona renombre ámbito deportistas artistas reinas presidentes llevas grata experiencia
59,"Interesante y entretenido, a mi pequeña de 6 años le fascinó y ayuda mucho para contar parte de la historia de nuestro México y el mundo. Nos encantó!   ",interesante entretenido pequeña años fascinó ayuda contar historia méxico mundo encantó
60,"Con una privilegiada ubicación en la calle de Londres, muy cerca de las avenidas Chapultepec, Reforma e Insurgentes, este recinto alberga una variada colección de figuras detalladamente elaboradas y cuidadosamente presentadas. Distribuidas en secciones por salas temáticas, lo mismo podemos encontrar a los expresidentes, héroes de la independencia, personalidades de la farándula y la política nacional e internacional, una sala de horror y algunos artistas incluida la época del cine de oro mexicano. Una visita que bien vale la pena disfrutar solos, acompañados de la pareja o en familia 👍🏻",privilegiada ubicación calle londres avenidas chapultepec reforma insurgentes recinto alberga variada colección figuras detalladamente elaboradas cuidadosamente presentadas distribuidas secciones salas temáticas encontrar expresidentes héroes independencia personalidades farándula política nacional internacional sala horror artistas incluida época cine oro mexicano visita vale pena disfrutar acompañados pareja familia 
61,"Es un museo muy interesante con personajes también muy interesante, hay algunos personajes que dan la sensación de estarte viendo, todas la sigues de cera son muy conocidas pero me queda la duda... ¿todos los personajes se encuentran hechas a las mismas altura de las personas reales?",museo interesante personajes interesante personajes sensación estarte viendo sigues cera conocidas queda duda ¿todos personajes encuentran hechas altura personas reales
62,"Cuentan con todas las medidas de seguridad. En cada sala hay gel antibacterial. El personal es muy amable y está al pendiente de ti, para apoyarte y aconsejarte que lugar visitar primero. En mi caso recorrí 4 áreas, por $400. Casi 4horas recorriendo todo. Fue algo muy interesante y divertido, casi no había gente entonces hubo oportunidad de disfrutarlo todo.",cuentan medidas seguridad sala gel antibacterial personal amable pendiente apoyarte aconsejarte visitar caso recorrí áreas recorriendo interesante divertido gente oportunidad disfrutarlo
63,"A la entrada toman la temperatura y aplican gel antibacterial, el costo dependerá de las atracciones a las cuales  quieras ingresar, el recorrido dentro del museo de cera es muy agradable está dividido por temáticas, desde la sala de presidentes de México pasando por la de deportistas hasta la de músicos. La exhibición de terror está genial algunos son animatrónicos muy bien montados. El laberinto de espejos pequeño pero divertido da paso a la sala infantil. Toma tu tiempo en cada sala, disfruta de las figuras, busca tu mejor ángulo posa y toma todas las fotos que quieras eso sí sin tocar las figuras. Llévate un recuerdo a casa en la tienda de souvenirs tienen varios paquetes que incluyen fotografía, taza ente otros,  su costo varía de acuerdo al paquete; también puedes llevarte a casa una réplica de tus manos en cera por un costo de $65 por mano.",entrada toman temperatura aplican gel antibacterial costo dependerá atracciones quieras ingresar recorrido museo cera agradable dividido temáticas sala presidentes méxico pasando deportistas músicos exhibición terror genial animatrónicos montados laberinto espejos pequeño divertido paso sala infantil toma sala disfruta figuras busca ángulo posa toma fotos quieras tocar figuras llévate recuerdo casa tienda souvenirs paquetes incluyen fotografía taza ente costo varía paquete puedes llevarte casa réplica manos cera costo mano
64,Muchas esculturas les falta parecido.  El mejor lugar es el laberinto de espejos,esculturas falta parecido laberinto espejos
65,"Excelente lugar, gran caracterización,  un gran trabajo del equipo del Miseo de cera, felicidades por el servicio.",excelente caracterización equipo miseo cera felicidades servicio
66,"Bastante entretenido. Los niños quedaron fascinados. Mucha realidad en las figuras. Personajes de la historia de México, presidentes de la república y de otros países, pintores, muralistas, científicos, deportistas, artistas y personajes de películas de terror. 👏🏽👌🏽",entretenido niños quedaron fascinados realidad figuras personajes historia méxico presidentes república países pintores muralistas científicos deportistas artistas personajes películas terror 
67,"Genial lugar, muy agradable recorrido, y buenas medidas sanitarias",genial agradable recorrido medidas sanitarias
68,"Excelente opción para pasar una buena tarde y un rato de sano esparcimiento. Tienen todas las medidas sanitarias pertinentes. Hay opciones para compra de paquetes y visitar los dos museos y otras dos atracciones. La verdad es muy divertido. El recorrido puede durar aproximadamente de hora y media a dos horas tranquilamente. El museo es bastante amplio y está dividido por secciones, pero todo muy en orden de forma que no dejas de ver nada. En el sótano está la sección de terror y la infantil, pero puedes omitir pasar por la de terror pensando en los más pequeños. Los precios son accesibles y hay sanitarios. Muy recomendable.",excelente opción pasar rato sano esparcimiento medidas sanitarias pertinentes opciones compra paquetes visitar museos atracciones divertido recorrido durar hora media tranquilamente museo amplio dividido secciones orden forma dejas sótano sección terror infantil puedes omitir pasar terror pensando pequeños precios accesibles sanitarios recomendable
69,Un excelente lugar para llevar a tu o tus hijos el área infantil es genial para que los pequeños disfruten de sus caricaturas preferidas . La calidad de las esculturas son de 10 es costo es accesible y se equipará con la calidad del recorrido. Lo recomiendo mucho para los niños y más el ares de películas de terror los adultos se llevarán un momento muy agradable y lo que más me agrado es que cuenta con una salida de emergencia por si los niños se asustan .,excelente hijos área infantil genial pequeños disfruten caricaturas preferidas calidad esculturas costo accesible equipará calidad recorrido recomiendo niños ares películas terror adultos llevarán agradable agrado salida emergencia niños asustan
70,"Muy chingon y divertido el lugar, hasta voy a volver y recomendarlo a conocidos que anden en CDMX",chingon divertido volver recomendarlo conocidos anden cdmx
71,Buen lugar para conocer en CDMX precio accesible,cdmx precio accesible
72,Es un excelente lugar para pasar un rato increíble y tomarte fotos con personajes célebres que quizá nunca conocerias.,excelente pasar rato increíble tomarte fotos personajes célebres conocerias
73,"Amo este lugar. Hay 3 secciones: el museo de cera, el museo de ripleys, y una sección nueva que es cine 4D ( que incluye solo son 2 funciones/animaciones de máximo 7/10 minutos cada una), si compras los 3 boletos, valen mucho la pena y es una experiencia muy divertida.",amo secciones museo cera museo ripleys sección cine d incluye funcionesanimaciones máximo minutos compras boletos valen pena experiencia divertida
74,"El recorrido es largo, y te permiten tomar fotos, al final hay una sección de terror que no me esperaba y le gusto a mi familia.",recorrido permiten tomar fotos sección terror esperaba gusto familia
75,"No conocía el museo de cera, el día que fue de verdad me sorprendió el detalle de cada figura y la diversidad de celebridades que se encuentran.",conocía museo cera sorprendió detalle figura diversidad celebridades encuentran
76,"Si pasan por Ciudad de México creo que esta opción es buena para experimentar, el lugar es céntrico y no hay mucha gente.",pasan ciudad méxico opción experimentar céntrico gente
77,Está muy padre y todas las salas de temáticas están muy interesantes y divertidas,padre salas temáticas interesantes divertidas
78,"Muy padre, el área de terror de la película el exorcista dónde te puedes tomar foto , todo muy entretenido",padre área terror película exorcista puedes tomar foto entretenido
79,"Interesante lugar, recorrido máximo de 1:30 hrs si tomas muchas fotos",interesante recorrido máximo hrs tomas fotos
80,"Excelente y muy entretenida la visita, algunos figuras son muy realistas y otras no tanto. El personal es muy atento, el lugar es agradable.",excelente entretenida visita figuras realistas personal atento agradable
81,"Me encanto, sobre todo la calidad y naturalidad en los detalles de las manos y pies. Recomendado gratamente",encanto calidad naturalidad detalles manos pies recomendado gratamente
82,"Excelente lugar pará ir con niños, cómo sugerencia por pandemia la gente no guarda su distancia, el personal debería estar recordando a los visitantes ya que no hay mucho espacio y la gente no entiende! Aún cuándo uno le recuerda se molesta !",excelente pará niños sugerencia pandemia gente guarda distancia personal debería recordando visitantes espacio gente entiende recuerda molesta
83,El lugar es muy bueno y no es caro hasta puedes comprar en combo para el museo de repley,caro puedes comprar combo museo repley
84,"Es un museo que alguna vez en tu vida debes visitar en la CDMX, pero personalmente creo que ya no es lo suficientemente bueno como hace algunos años ya que la primera vez que fui cuando iba en primaria, es exactamente lo mismo a lo que puedes encontrar hoy en día a excepción de algunas nuevas figuras.",museo vida debes visitar cdmx personalmente suficientemente años iba primaria exactamente puedes encontrar excepción figuras
85,Muy bien conservado y limpio aunque debería de haber un control en cuanto al aforo por la pandemia ya que de repente se juntan muchas personas en la salas del museo,conservado limpio debería control aforo pandemia juntan personas salas museo
86,"Me encantó el museo y la trascendencia que tiene como parte de la Ciudad de México, la presencia de tantas esculturas de personajes muy reconocidos me fascinó además de las medidas de protección que mantienen y la organización de sus salas 👏",encantó museo trascendencia ciudad méxico presencia tantas esculturas personajes reconocidos fascinó medidas protección mantienen organización salas 
87,"Súper bonito! Es fascinante ver los detalles que hacen de la escultura algo tan real, el cuarto de los artistas para mí fue muy significativo e incluso la parte de terror captura muy bien el ambiente, hay una parte para niños que me llevó a recordar buenos tiempos. También hay zona para comidas; cómodo y rico. Vale mucho la pena la visita! La entrada con las 4 atracciones me costó 415 pesos. #koreaconka",súper bonito fascinante detalles escultura real cuarto artistas significativo terror captura ambiente niños llevó recordar tiempos zona comidas cómodo rico vale pena visita entrada atracciones costó pesos koreaconka
88,"Abre todos los días del año y la experiencia vale totalmente la pena. Altamente recomendado. Adquirí mis boletos con turibus y no tuve que esperar nada para entrar, además de que me ahorré dinero comprando el paquete en el autobús 🚌",abre año experiencia vale totalmente pena altamente recomendado adquirí boletos turibus esperar entrar ahorré dinero comprando paquete autobús 
89,"Hace 30 años fui con mis papas lo que me hizo regresar, una muy bonita experiencia muy buenas representaciones, unas mejores que otras, en general muy buenas,.la casa bella y junto al otro museo de Rippley está muy bien, paquetes de parques y comida. Sólo se me hizo muy concurrido y en el sótano donde están los súper héroes los espacios son muy pequeños y se pasan a tomar fotos en cada uno! No se puede pasar!",años papas regresar bonita experiencia representaciones mejores buenasla casa bella museo rippley paquetes parques comida concurrido sótano súper héroes espacios pequeños pasan tomar fotos pasar
90,"Excelente museo, muy bueno,el precio,la calidad,los artistas, es tremenda opciòn al visitar Mexico...",excelente museo buenoel preciola calidadlos artistas tremenda opciòn visitar mexico
91,"Una experiencia única, me encantó el Museo de Cera. Se merece 10 estrellas 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟",experiencia única encantó museo cera merece estrellas 
92,Bonito lugar para disfrutar en familia y admirar las figuras de cera de personajes tanto nacionales como extranjeros.,bonito disfrutar familia admirar figuras cera personajes nacionales extranjeros
93,Me gusto aunque creo que no es tan grande la atracción de terror es buena.,gusto grande atracción terror
94,"Es un muy buen lugar para ir en familia. Me encantó, lo recomiendo!",familia encantó recomiendo
95,"Me encantó, en el museo hay demasiadas figuras en cera y tiene espacios con ambientaciones diferentes, además ""el viaje fantástico 4D"" es un plan súper emocionante!, Volvería sin duda.",encantó museo demasiadas figuras cera espacios ambientaciones viaje fantástico d plan súper emocionante volvería duda
96,Impresionante realismo en estas creaciones en cera. Sitio recomendable 100%.,impresionante realismo creaciones cera sitio recomendable
97,"Punto obligado para conocer en México, me divertí mucho con mi familia... personajes súper bien trabajados por grandes artistas...me encantó.",punto obligado méxico divertí familia personajes súper trabajados artistasme encantó
98,"Lugar muy divertido, lleno de varias figuras de cera de personajes destacados o populares, de la historia, de la política, la farándula, el deporte, incluyendo también personajes de ficción, para mi en lo personal la parte más destacada y divertida son las salas de varios personajes del género del terror.",divertido lleno figuras cera personajes destacados populares historia política farándula deporte incluyendo personajes ficción personal destacada divertida salas personajes género terror
99,"Esta muy bonito! Los personajes se ven muy reales (la mayoría) es muy divertido ir. El Ripley, es más museo que interactivo, pero está igual muy bien.",bonito personajes ven reales mayoría divertido ripley museo interactivo
100,"Las figuras muy detalladas con un amplio repertorio de personajes, muy cuidados los detalles de decoración.",figuras detalladas amplio repertorio personajes cuidados detalles decoración
101,Excelente... Y precio justo... Para el servicio y la atención... No hay estacionamiento pero en las calles aledañas hay parquimetros y sábado y domingo el parquímetro no opera.. tanto que l museo de cera como el de Ripley las atracciones son geniales .. 100% recomendados... Y precio accesible para los dos museos...,excelente precio justo servicio atención estacionamiento calles aledañas parquimetros sábado domingo parquímetro opera l museo cera ripley atracciones geniales recomendados precio accesible museos
102,"Todo muy bien, solo que la gente no respeta la sana distancia, es complicado pero aún así las atracciones fijas siguen siendo buenas.",gente respeta sana distancia complicado atracciones fijas siguen
103,Excelente servicio super sanitizado y a precio accesible,excelente servicio super sanitizado precio accesible
104,"El museo se encuentra ubicado en una zona muy práctica para acceder a diferentes lugares como el museo Ridley que está a un lado y cerca del museo del chocolate o de parques cono el jardín del arte de sullivan y diferentes teatros , el monumento a la madre etc. El museo cuenta con figuras de personajes muy bien caracterizados y vale mucho la pena sus diferentes secciones  las de terror estan muy padres lo recomiendo ampliamente",museo ubicado zona práctica acceder lugares museo ridley museo chocolate parques cono jardín arte sullivan teatros monumento madre etc museo figuras personajes caracterizados vale pena secciones terror padres recomiendo ampliamente
105,Sin duda es un imperdible en la ciudad de México. Una experiencia agradable para disfrutar en familia.,duda imperdible ciudad méxico experiencia agradable disfrutar familia
106,Todo el personal que labora es muy amable,personal labora amable
107,"Esta muy padre ofrece un gran número de entretenimientos, el precio es un poco elevado pero vale la pena ... Tienen 4 atracciones principales, el museo de cera con un precio de 150, el riplay de 150, viaje fantástico de 65 y realidad virtual de 90",padre ofrece número entretenimientos precio elevado vale pena atracciones principales museo cera precio riplay viaje fantástico realidad virtual
108,"Un lugar muy entretenido para pasar el rato, lo recomiendo ampliamente, pueden tomarse fotos a toda hora dentro del museo con cualquier personaje, obviamente hay personajes que a mí punto de vista no se parecen tanto y otros que si aparentan ser muñecos, la gran mayoría si parecen reales.",entretenido pasar rato recomiendo ampliamente tomarse fotos hora museo personaje obviamente personajes punto vista parecen aparentan muñecos mayoría parecen reales
109,"Muy padre, tienen paquetes para acceder al Museo de Ripley y al de cera",padre paquetes acceder museo ripley cera
110,"Muy bonito. Me gusto mucho. Se ven muy reales, se parecen mucho a sus reales. Ojalá pusieran a más personajes. Fuera de ello, todo muy bonito.",bonito gusto ven reales parecen reales ojalá pusieran personajes bonito
