,casa_artesania_id,casa_artesania_nombre,casa_artesania_fecha_fundacion,casa_artesania_adscripcion,casa_artesania_calle_numero,casa_artesania_colonia,casa_artesania_cp,casa_artesania_telefono1,pagina_web,email,gmaps_latitud,gmaps_longitud,estado_id,municipio_id,localidad_id,nom_ent,nom_mun,nom_loc,link_sic,fecha_mod
10,35,Tienda Casa Chiapas Palenque,1993-07-01,"Gobierno del Estado, Instituto Casa Chiapas",Carr. Zona Arqueológica Km. 6.5,Col. Palenque,29960,(916) 345 28 55,http://casachiapas.gob.mx/funcionarios1,tiendapalenque@gmail.com,0.0,0.0,7,65,1,Chiapas,Palenque,Palenque,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=35,2015-02-27T09:08:56-06:00
11,47,Tienda Casa Chiapas San Cristóbal de las Casas,1989-08-02,"Gobierno del Estado, Instituto Casa Chiapas",Av. Hidalgo s/n esq. Niños Héroes Nte.,Centro,29200,(967) 678 11 80,http://casachiapas.gob.mx/funcionarios1,tdasancristobal@gmail.com,16.73506,-92.63805,7,78,1,Chiapas,San Cristóbal de las Casas,San Cristóbal de las Casas,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=47,2015-02-27T08:58:57-06:00
12,118,Tienda Marca Chiapas<br>Sucursal Tapachula,2006-08-26,Gobierno del Estado de Chiapas/Instituto Marca Chiapas,Central Oriente 18,Centro,30700,((962) 118 31 90,http://www.artesanias.chiapas.gob.mx,aguilar.tapia@hotmail.com,0.0,0.0,7,89,1,Chiapas,Tapachula,Tapachula de Córdova y Ordóñez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=118,2015-02-27T09:27:00-06:00
13,108,Tienda Casa de las Artesanías de Chiapas,1989-07-20,"Gobierno del Estado, Instituto Casa Chiapas",Blvd. Belisario Domínguez 2035,Col. Xamaipak,29067,(961) 602 97 99,http://casachiapas.gob.mx/funcionarios1,icasachiapas@gmail.com; tiendatuxtla@gmail.com,0.0,0.0,7,101,1,Chiapas,Tuxtla Gutiérrez,Tuxtla Gutiérrez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=108,2017-03-24T12:23:34-06:00
14,49,Museo Casa de las Artesanías,1994-01-01,Gobierno del Estado de Chihuahua,Av. Ferrocarril 172,Centro,33200,(635) 456 00 80,,,27.75323,-107.63491,8,9,1,Chihuahua,Bocoyna,Bocoyna,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=49,2020-02-04T11:02:38-06:00
15,53,Casa de las Artesanías del Estado de Chihuahua,1994-11-01,Gobierno del Estado de Chihuahua/Secretaría de Economía,Av. Niños Héroes 1101 esq. Universidad,Centro,31000,(614) 437 12 92,,casartesaniaschihuahua@hotmail.com,28.63844,-106.07859,8,19,1,Chihuahua,Chihuahua,Chihuahua,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=53,2015-12-03T13:27:14-06:00
16,277,Casa Mejicú,2012-01-01,,Calz de Tlalpan 2191 , Col. Ciudad Jardín,04370,55 5689 0212,https://casamejicu.com/, ventastlalpan@casamejicu.com,19.33864,-99.14326,9,3,1,Ciudad de México,Coyoacán,Coyoacán,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=277,2021-09-22T06:05:18-05:00
17,249,"Casa de Artesanías Uriarte Talavera, Sucursal San Ángel",2017-04-01,"Arte en Talavera Casas y Uriarte, S.A. de C.V.",Amargura 17,Col. San Ángel,01000,(55) 5550 3293,http://www.uriartetalavera.com.mx/,rosamaria.howe@uriartetalavera.com.mx,19.3455,-99.19206,9,10,1,Ciudad de México,Álvaro Obregón,Álvaro Obregón,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=249,2017-05-12T10:48:53-05:00
18,30,"Tienda de Artesanías del Fonart, Sucursal Patriotismo",1974-09-01,Fondo Nacional para el Fomento de las Artesanías,Av. Patriotismo 691,Col. Mixcoac,03910,(55) 5093 6060 y 61,http://www.fonart.gob.mx,tda_patriotismo@fonart.gob.mx,19.37987,-99.18491,9,14,1,Ciudad de México,Benito Juárez,Benito Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=30,2017-10-17T14:27:38-05:00
19,139,"Tienda de Artesanías IAIP, Sucursal Distrito Federal",2005-01-01,Gobierno del Estado de Puebla/Instituto de Artesanías e Industrias Populares del Estado de Puebla,Av. Chapultepec 494,Col. Roma Norte,06700,(55) 5241 1170 ext. 203,http://www.iaip.pue.gob.mx,heimdaldf@hotmail.com,19.4213,-99.17232,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=139,2017-11-05T15:08:13-06:00
20,31,"Tienda de Artesanías del Fonart, Sucursal Palacio Nacional",2002-12-31,Fondo Nacional para el Fomento de las Artesanías,Plaza de la Constitución s/n Patio Principal,Centro Histórico,06067,(55) 5093 5300 ext. 4120,http://www.fonart.gob.mx,tda_palacio@fonart.gob.mx,19.43246,-99.13188,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=31,2017-10-17T19:24:25-05:00
21,38,Tienda de Artesanías del Fonart<br>Tienda Reforma,2003-12-15,Fondo Nacional para el Fomento de las Artesanías,Av. Paseo de la Reforma 116-PB ,Col. Juárez,06600,"(55) 5328 5000 exts. 53089, 53130",http://www.fonart.gob.mx,tda_reforma@fonart.gob.mx,19.43189,-99.1565,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=38,2017-10-17T14:22:19-05:00
22,204,La Canasta. Tienda de Artes de México,1000-01-01, Artes de México,Córdoba 69,Col. Roma,06700,(55) 5208 3205,https://www.facebook.com/pages/La-Canasta-Tienda-de-Artes-de-M%C3%A9xico/539289399484878,servicios.clientes@artesdemexico.com,19.42064,-99.15918,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=204,2017-10-18T12:48:06-05:00
23,157,"Tienda del Museo de Arte Popular, Casa Matriz",2006-02-28,Secretaría de Cultura/Gobierno de la CDMX/Asociación de Amigos del MAP,Revillagigedo 11 esq. Independencia,Centro,06010,(55) 5510 31 33,https://www.tiendamap.com.mx/,tiendadelmap@gmail.com,19.43373,-99.14635,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=157,2017-10-27T07:24:17-05:00
24,36,"Tienda de Artesanías del Fonart, Sucursal Juárez",1969-12-31,Fondo Nacional para el Fomento de las Artesanías,Av. Juárez 89,Centro,06040,(55) 5521 0171,"http://www.fonat,gob.mx",tda_juarez @fonart.gob.mx,19.43543,-99.14768,9,15,1,Ciudad de México,Cuauhtémoc,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=36,2017-10-18T12:12:52-05:00
25,158,"Tienda del Museo de Arte Popular, Sucursal Polanco",2009-12-09,"Secretaría de Cultura Federal, Gobierno de la Ciudad de México, Asociación de Amigos del MAP",Emilio Castelar 22 esq. Temístocles,Col. Polanco Chapultepec,11560,(55) 5281 3135,http://www.tiendamap.com/index.php?route=product/category&path=98,tiendadelmap@gmail.com; direccion2@tiendamap.com.mx; karen.torres@tiendamap.com.mx,19.42916,-99.19253,9,16,1,Ciudad de México,Miguel Hidalgo,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=158,2018-03-21T12:14:16-06:00
26,228,"Casa de Artesanías Uriarte Talavera, Sucursal Polanco",2012-01-01,"Arte en Talavera Casas y Uriarte, S.A. de C.V.",Galileo 67-A,Col. Polanco,11550,(55) 5280 0635,http://www.uriartetalavera.com.mx/puntosdeventa.php,polanco@uriartetalavera.com.mx ,19.43121,-99.19266,9,16,1,Ciudad de México,Miguel Hidalgo,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=228,2017-05-12T07:26:23-05:00
27,21,Tienda Permanente del Museo Nacional de Antropología,1964-09-17,Secretaría de Cultura/INAH,Av. Paseo de la Reforma s/n,Col. Polanco Chapultepec,11560,(55) 5211 4406,http://www.tiendadelmuseo.com.mx,,19.42581,-99.18588,9,16,1,Ciudad de México,Miguel Hidalgo,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=21,2017-10-17T14:20:05-05:00
28,119,Tienda Casa Chiapas AICM-T1,1000-01-01,"Gobierno del Estado, Instituto Casa Chiapas",Aeropuerto Internacional de la Ciudad de México Terminal 1<br> Av. Cap. Carlos León s/n entre las Salas de Abordar 13 y 14,Col. Peñon de los Baños,15620,(55) 5554 3796,http://casachiapas.gob.mx/funcionarios1,tiendaaicm@gmail.com,19.43422,-99.08497,9,17,1,Ciudad de México,Venustiano Carranza,Venustiano Carranza,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=119,2015-06-03T13:59:35-05:00
29,198,"Tienda de Artesanías del Fonart, Tienda Galerías 2 Aeropuerto Internacional de la Ciudad de México",2010-01-01,Fondo Nacional para el Fomento de las Artesanías,Av. Fuerza Aerea Mexicana s/n local IS-18 Sala de última espera internacional de la terminal 2 ,Col. Peñón de los Baños,15620,55 2598 3372 ,,http://www.fonart.gob.mx,19.42379,-99.07831,9,17,1,Ciudad de México,Venustiano Carranza,Venustiano Carranza,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=198,2020-12-08T07:27:52-06:00
30,58,Casa de Artesanías Tlacuhilos,1960-01-01,Universidad Juárez del Estado de Durango,"Int. del Kiosco, Av. 20 de noviembre s/n, frente a la Catedral",Centro Histórico,34000,(618) 811 45 75,http://www.ujed.mx/portal/publico/inicio.aspx,escueladepintura@yahoo.com.mx,24.024,-104.67026,10,5,1,Durango,Durango,Victoria de Durango,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=58,2017-03-21T12:41:04-06:00
31,57,Tienda de Artesanías Casa del Conde de la Valenciana,1991-08-23,"Casa Conde Valenciana, S.A. de C.V.",Barberos s/n,Col. Valenciana,36240,(473) 732 25 50,,casacondevalenciana@hotmail.com,,,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=57,2009-02-12T11:02:18-06:00
32,199,Artesanías Casa Museo Gene Byron,1997-05-20,"Consejo de la Casa Museo Gene Byron, A.C.","Real de Marfil s/n, Ex Hacienda de Santa Ana",Col. Marfil,36251,(473) 733 10 29,http://museogenebyron@gmail.com,museogenebyron@gmail.com,0.0,0.0,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=199,2013-03-25T20:26:28-06:00
33,56,Tienda de Artesanías,1975-01-01,DIF,Carr. Antigua a Marfil Km. 2.5<br>Ex-Hacienda San Gabriel de Barrera,Col. Marfil,36250,(473) 732 24 08,http:/www.difguanajuato.com,laralicornejo@yahoo.com.mx,0.0,0.0,11,15,1,Guanajuato,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=56,2010-06-21T14:34:12-05:00
34,183,Misin Cultura Núm. 62,1000-01-01,Ayuntamiento de San Jerónimo,Plaza Galeana s/n,Centro, 40960,(781) 426 01 27,,,0.0,0.0,12,14,1,Guerrero,Benito Juárez,San Jerónimo de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=183,2015-09-22T09:42:17-05:00
35,187,Arte Artesanías y Decoración Rosy,2002-01-01,Particular,Av. Vicente Guerrero 78 B,Centro,4000,( 733) 110 28 11   ,,centroculturaltiempoyespacio@yahoo.com,18.3438,-99.53429,12,35,1,Guerrero,Iguala de la Independencia,Iguala de la Independencia,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=187,2014-07-08T11:26:44-05:00
36,212, Lupita¨s Boutique,2000-01-01,,Calle Juan Alvarez  núm.5-A,Centro,40880,(755)554 59 77,,lupita@zihuatanejo.net,17.63889,-101.55674,12,38,1,Guerrero,Zihuatanejo de Azueta,Zihuatanejo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=212,2014-07-03T13:20:16-05:00
37,177,Fruity Keiko Galería y tienda,2004-01-01,particular,Vicente Guerrero 5-A,Centro,40880,(755) 112 10 11,http://www.zihuatanejo.net/fruitykeiko/,,0.0,0.0,12,38,1,Guerrero,Zihuatanejo de Azueta,Zihuatanejo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=177,2014-07-03T11:57:37-05:00
38,182,Arte Mexicano Nopal,1999-01-01,,Av. 5 de Mayo 56,Centro,40880,755 554 75 30,http://www.lacasadetierra.com.mx/,rmonge@live.com.mx,17.63914,-101.55881,12,38,1,Guerrero,Zihuatanejo de Azueta,Zihuatanejo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=182,2021-07-16T10:25:45-05:00
39,181,Artesanias Sánchez,2002-06-01,particular,Morelos núm.123 B ,Centro,,,,,0.0,0.0,12,66,1,Guerrero,Tlapa de Comonfort,Tlapa de Comonfort,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=181,2017-05-02T12:22:50-05:00
40,59,Tienda Artesanal ,1000-01-01,"Gobierno del Estado, Secretaría de Desarrollo Social, Fomento Artesanal",Av. Juárez s/n  esq. Vicente Segura,Col. Periodistas,42060,(771) 713 09 66,https://www.facebook.com/hidalgo.artesanal?fref=ts,araceli.islas@live.com.mx; irmafhuitron@hotmail.com,20.11604,-98.74604,13,48,1,Hidalgo,Pachuca de Soto,Pachuca de Soto,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=59,2016-12-08T15:06:26-06:00
41,40,Casa de las Artesanías<br>Sucursal Ajijic,1966-06-16,Instituto de la Artesanía Jalisciense,"Km. 6.5, Carr. Jocotepec-Chapala ",Col. La Floresta,45920,(376) 766 05 48,http://www.artesaniasjalisco.gob.mx/,rene.carrillo@artesaniasjalisco.gob.mx,0.0,0.0,14,30,2,Jalisco,Chapala,Ajijic,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=40,2015-02-10T11:50:22-06:00
42,60,Casa de las Artesanías<br>Sucursal Guadalajara,1964-09-07,Instituto de la Artesanía Jalisciense,Calz. González Gallo 20 ,Col. Rincón del Agua Azul,44180,(33) 3030 9090,http://www.artesanias.jalisco.gob.mx,rene.carrillo@artesaniasjalisco.gob.mx,0.0,0.0,14,39,1,Jalisco,Guadalajara,Guadalajara,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=60,2015-02-10T12:07:16-06:00
43,203,Artesanías Finas de Teocaltiche,2013-01-01,José Antonio Delgadillo,Ramón Corona 5,Centro,47200,(346) 787 24 09,,,0.0,0.0,14,91,1,Jalisco,Teocaltiche,Teocaltiche,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=203,2014-02-21T10:37:42-06:00
44,137,Tienda de Artesanías IAIP<br>Sucursal Tlaquepaque,2006-12-01,Gobierno del Estado de Puebla/Instituto de Artesanías e Industrias Populares del Estado de Puebla,Independencia 170,Centro,45604,(33) 3635 7828,,iaip@puebla.gob.mx<br>yoyis.b@hotmail.com,0.0,0.0,14,98,1,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=137,2010-03-31T08:44:02-06:00
45,120,Casa de las Artesanías<br>Sucursal Tlaquepaque,1998-11-01,Instituto de la Artesanía Jalisciense,Independencia 237,Centro,45500,(33) 3635 5404,http://www.artesaniasjalisco.gob.mx/,rene.carrillo@artesaniasjalisco.gob.mx,0.0,0.0,14,98,1,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=120,2015-02-10T12:08:18-06:00
46,33,Casa de los Artesanos de Tonalá,1994-03-19,Ayuntamiento de Tonalá,Av. Rio Nilo 8096,Col. Loma Dorada,45400,(33) 3586 6046 directo,http://www.tonala.gob.mx,casadeartesanias@gmail.com,0.0,0.0,14,101,1,Jalisco,Tonalá,Tonalá,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=33,2010-03-31T08:50:38-06:00
47,162,Casa de Artesanías de Acambay,1994-01-01,Ayuntamiento de Cambay,Camino a San Indelfonso Yolotepec,Carr. Panamericana,50300,718 127 00 85,,difeducacion_acambay@live.com.mx,0.0,0.0,15,1,41,México,Acambay de Ruíz Castañeda,San Ildefonso (San Ildefonso Yolotepec),http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=162,2021-08-09T08:52:22-05:00
48,175,Casa de Artesanías de Huxquilucan,2008-01-01,Gobierno del Estado de México/Instituto de Investigacíon y Fomento de las Artesanías del Estado de México,"Centro Comercial Interlomas<br>Av. Magnocentro 5, sub-ancla 17",San Fernando la Herradura,52563,(55) 3682 61749,,artesanias@edomex.gob.mx,0.0,0.0,15,37,1,México,Huixquilucan,Huixquilucan de Degollado,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=175,2010-03-17T14:50:05-06:00
49,167,Casa de Artesanías Santa María Rayón,1000-01-01,H. Ayuntamiento de Rayón,Carretera Toluca-Tenango kilómetro 175,Carretera Toluca-Tenango kilómetro 175,50640,(01717)1320045,,,0.0,0.0,15,72,1,México,Rayón,Santa María Rayón,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=167,2010-03-22T13:22:41-06:00
50,172,Casa de Artesanías de Toluca,1974-01-01,Gobierno del Estado de México/Instituto de Investigacíon y Fomento de las Artesanías del Estado de México,Paseo Tollocan 700 Oriente,Col. Izcalli IPIEM,50150,(722) 217 51 44,,artesanias@edomex.gob.mx,19.28366,-99.63709,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=172,2010-03-17T14:54:12-06:00
51,168,Tienda Casart Toluca,1974-01-01,Instituto de Investigación y Fomento de las Artesanías del Estado de México (IIFAEM),Paseo Tollocan 700 ,Col. Izcalli IPIEM,50150,722 217 51 44 ext. 147,https://iifaem.edomex.gob.mx/tiendas,dgiifaem@edomex.gob.mx,19.27336,-99.66196,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=168,2021-09-24T11:39:48-05:00
52,173,Casa de Artesanías del Aeropuerto Internacional del Estado de Toluca,2008-02-01,Gobierno del Estado de México/Instituto de Investigacíon y Fomento de las Artesanías del Estado de México,Int. del Aeropuerto Internacional del Estado de Toluca frente a llegadas Nacionales,Col. San Pedro Totoltepec,50155,722 217 51 44,,artesanías@edomes.gob.mx,0.0,0.0,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=173,2020-12-08T07:28:45-06:00
53,169,Parián de Artesanías,2009-01-01,Dir. Gral. de Des. Económico y Regulacion Del Comercio  del H. Ayunt. de Toluca,"Plaza Fray andrés de Castro, edificio B planta baja, local número 12",Centro,,01722)2761900 ext. 104,,jalilan04@hotmail.com,0.0,0.0,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=169,2010-03-22T14:55:14-06:00
54,170,Centro Artesanal Toluca,2009-12-11,Particular,"Independecia, número 502",Centro,,2761900 ext. 104,,anarebminiart@live.com.mx,0.0,0.0,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=170,2010-03-22T14:57:21-06:00
55,37,Casa de Artesanías,1969-12-31,Secretaría de Turismo y Desarrollo Artesanal/Instituto de Investigación y Fomento de las Artesanías del Estado de México,Tollocan 77 esq. Urawa,Col. Ipiem,50150,(722) 217 52 63,,artesanias@mail.edomex.gob.mx,,,15,106,1,México,Toluca,Toluca de Lerdo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=37,2009-02-12T10:36:45-06:00
56,32,Tienda Casart Valle de Bravo,1969-12-31,Secretaría de Turismo y Desarrollo Artesanal/Instituto de Investigación y Fomento de las Artesanías del Estado de México,"Int. Centro Regional de Cultura Joaquín Arcadio Pagaza, Fray Gregorio Jiménez de la Cuenca s/n",Barrio Santa María Ahuacatlán,51200,(726) 262 49 47,,,0.0,0.0,15,110,1,México,Valle de Bravo,Valle de Bravo,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=32,2017-03-27T12:50:30-06:00
57,174,Casa de Artesanías de Valle de Bravo,2003-01-01,Gobierno del Estado de México/Instituto de Investigacíon y Fomento de las Artesanías del Estado de México,Fray Gregorio Jiménez de la Cuenca s/n,Col. Santa María Ahuacatlán,52560,722 217 51 44,,artesanias@edomex.gob.mx,0.0,0.0,15,110,109,México,Valle de Bravo,Tres Puentes,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=174,2021-08-02T07:15:45-05:00
58,171,Casa Artesanal Artesanos de Zumpahuacan,2010-02-20,H. Ayuntamiento de Zumpahuacan,"Benito Juárez, número 1",Barrio La Cabecera,,017141469080,,garcia.1984@hotmail.com,0.0,0.0,15,119,1,México,Zumpahuacán,Zumpahuacán,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=171,2010-03-22T15:44:56-06:00
59,165,Casa de la Cultura de Angamacutiro,2010-02-25,Ayuntamiento de Angamacutiro,Prolog. Aldama 44 ,Col. Morelos,58550 ,,http://www.angamacutiro.gob.mx,,0.0,0.0,16,4,1,Michoacán de Ocampo,Angamacutiro,Angamacutiro de la Unión,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=165,2014-02-17T11:27:18-06:00
60,7,Casa de las Artesanías del Estado de Michoacán,1970-02-02,Gobierno del Estado de Michoacán,Fray Juan de San Miguel 129 esq. Humboldt,Centro,58000,"(443) 312 24 86, 312 08 48",http://casart.gob.mx,casart@michoacan.gob.mx; rafael.paz@michoacan.gob.mx,19.70136,-101.18878,16,53,1,Michoacán de Ocampo,Morelia,Morelia,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=7,2017-03-21T12:44:45-06:00
61,128,Comercializadora Artesanal de Quiroga,1993-08-15,Privada,Vasco de Quiroga 150,Centro,58420,(454) 354 01 52,,maxico1987@hotmail.com,19.66148,-101.52479,16,73,1,Michoacán de Ocampo,Quiroga,Quiroga,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=128,2017-03-03T07:54:36-06:00
62,25,Tienda del Artesano Morelense,2002-12-10,Instituto de Cultura de Morelos,Av. Morelos 271,Centro,62000,(777) 318 10 50,http://www.institutodeculturademorelos.gob.mx,martha_lopez@institutodeculturademorelos.gob.mx; ortegmontan@hotmail.com,18.92096,-99.23794,17,7,1,Morelos,Cuernavaca,Cuernavaca,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=25,2011-12-20T11:29:42-06:00
63,223,Tienda de artesanías Tateima,1000-01-01,DIF Estatal/Coordinación de Fomento a las Artesanías,Av. México s/n ,Centro,63000,((311) 215 20 66 y 67,,artesanias_difnay@hotmail.com,21.50758,-104.89336,18,17,1,Nayarit,Tepic,Tepic,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=223,2015-02-23T10:10:56-06:00
64,42,Casa de Artesanías del Instituto Oaxaqueño de las Artesanías,1969-12-31,Gobierno del Estado de Oaxaca/Instituto Oaxaqueño de las Artesanías,García Vigil 809,Centro,68000,"(951) 514 40 30, 514 13 54",www.ioa.oaxaca.gom.mx,ioa@e-oaxaca.gob.mx,17.0832,-96.72755,20,67,1,Oaxaca,Oaxaca de Juárez,Oaxaca de Juárez,http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=42,2018-05-29T14:39:01-05:00
