,Nombre,Temática,Adscripción,Página web,Entidad,Municipio
721,Museo de la Pluma. Ing. Jesús Humberto Rodríguez Lozano,Especializado,Tecnológico de Estudios Superiores de Ecatepec,http://biblioteca.tese.edu.mx,México,Ecatepec de Morelos
722,"Centro Comunitario Ecatepec, Casa de Morelos",Historia,Secretaría de Cultura y Turismo del Estado de México / INAH,http://www.inah.gob.mx/es/red-de-museos/282-centro-comunitario-ecatepec-casa-de-morelos,México,Ecatepec de Morelos
723,Museo de Historia Natural de Ecatepec (Cerrado temporalmente),Ciencia y tecnología,Ayuntamiento de Ecatepec,,México,Ecatepec de Morelos
724,Museo de Huixquilucan,Historia,Ayuntamiento de Huixquilucan/Subdirección de Cultura,,México,Huixquilucan
725,Museo Comunitario Xochilteptl,Historia,Ayuntamiento de Juchitepec,,México,Juchitepec
726,"Zanbatha, Museo del Valle de la Luna",Historia,Ayuntamiento de Lerma,http://zanbatha.lerma.gob.mx/,México,Lerma
727,Museo de sitio de la Zona Arqueológica de Malinalco,,Secretaría de Cultura/INAH,https://www.inah.gob.mx/zonas/135-zona-arqueologica-malinalco,México,Malinalco
728,Museo Universitario Dr. Luis Mario Schneider,Antropología,Universidad Autónoma del Estado de México,http://malinalco.net/inicio/turismo/museo-luis-mario-schnaider/,México,Malinalco
729,Museo del Barro,Arte,Ayuntamiento de Metepec,,México,Metepec
730,Museo del Agua,,"Organismo de Agua Potable, Alcantarillado y Saneamiento (OAPAS) ",,México,Naucalpan de Juárez
731,Museo Tlatilca,Arqueología,Instituto de Cultura y Parque Naucalli,http://www.soymexiquense.com/edomex/region-viii/naucalpan/35-museo-tlatilco,México,Naucalpan de Juárez
732,Museo Salón Deporte,Especializado,Fundación Carlos Slim/Gobierno del Estado de México,,México,Naucalpan de Juárez
733,Museo Arqueológico de Nextlalpan,Arqueología,Secretaría de Cultura del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/museo_nextlalpan,México,Nextlalpan
734,Museo Dr. José María Luis Mora,Arqueología,Secretaría de Cultura del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/dr_luis_mora,México,Ocoyoacac
735,Museo Arqueológico Colonial de Ocuilan,Arqueología,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/sitio_ocuilan_arteaga,México,Ocuilan
736,Museo de la Minería de El Oro,Ciencia y tecnología,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/mineria_el_oro,México,El Oro
737,Casa Museo Gonzalo Carrasco,Historia,Secretaría de Cultura del Gobierno del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/gonzalo_carrasco,México,Otumba
738,Museo del Ferrocarril en Otumba,Historia,Ayuntamiento de Otumba de Gómez Farías/Amigos del Ferrocarril en Otumba A.C.,http://www.museoferrocarril.mex.tl,México,Otumba
739,Museo de Murales Teotihuacanos Beatriz de la Fuente,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/242-museo-de-los-murales-teotihuacanos-beatriz-de-la-fuente,México,San Martín de las Pirámides
740,Sala museográfica de la Casa de Cultura  Dr. José María Cos,Historia,Ayuntamiento de Sultepec,,México,Sultepec
741,Museo de Sitio de San Miguel Ixtapan,Arqueología,Secretaría de Cultura del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/sitio_san_miguel_ixtapan,México,Tejupilco
742,Museo Casa de Madera,Arte,"Fundación Museo Casa de Madera, S.C.",,México,Tenango del Aire
743,Museo Arqueológico del Estado de México Dr. Román Piña Chan,Arqueología,Secretaría de Cultura del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/ramon_pina,México,Tenango del Valle
744,Museo de la Cultura Teotihuacana,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/241-museo-de-la-cultura-teotihuacana,México,Teotihuacán
745,Museo Comunitario Quetzalpapalotl,Historia,Ayuntamiento de Teotihuacán,,México,Teotihuacán
746,Museo Eremitorio de Fray Domingo de Betanzos,Historia,Ayuntamiento de Tepetlaoxtoc,,México,Tepetlaoxtoc
747,Museo-Casa Juana Inés,Arte,Secretaría de Cultura y Deporte del Gobierno del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/ccsjic,México,Tepetlixpa
748,Museo Nacional del Virreinato,Arte,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/267-museo-nacional-del-virreinato,México,Tepotzotlán
749,Museo Regional del Pulque y el Maguey Texcoco,,,,México,Texcoco
750,Museo del Centro Cultural Mexiquense Bicentenario,Arte,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/ccm,México,Texcoco
751,Museo Nacional de Agricultura,Ciencia y tecnología,Universidad Autónoma Chapingo,,México,Texcoco
752,Museo de Biología,Ciencia y tecnología,Universidad Autónoma Chapingo,,México,Texcoco
753,Museo Paleontológico de Tocuila,Ciencia y tecnología,"Asociación Mexicana de Turismo para el Desarrollo de la Región Oriente del Estado de México, A.C.",,México,Texcoco
754,Museo de Geología Dr. José Guadalupe Aguilera Serrano,Ciencia y tecnología,"Universidad Autónoma Chapingo, Departamento de Enseñanza, Investigacion y Servicio en Suelos",https://suelos.chapingo.mx/servicios/museo/,México,Texcoco
755,Museo Comunitario Nonohualca de Tlalmanalco,Arqueología,Comisión Municipal para la Preservación del Patrimonio Cultural de Tlalmanalco (CMPPCT)/Consejo Ciudadano de Cultura (CCC),,México,Tlalmanalco
756,Museo de la Escultura Mexica Eusebio Dávalos Hurtado,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/230-museo-de-la-escultura-mexica-eusebio-davalos,México,Tlalnepantla de Baz
757,Museo Hacienda de Santa Mónica,Historia,"Fundación Cultural Antonio Haghenbeck y de la Lama, I.A.P.",http://www.museoshaghenbeck.mx/,México,Tlalnepantla de Baz
758,Museo de Sitio de Tenayuca Xólotl,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/229-museo-de-sitio-de-tenayuca-xolotl,México,Tlalnepantla de Baz
759,Casa Museo Toluca 1920 ,,Secretaría de Cultura y Turismo del Estado de México,,México,Toluca
760,Museo Taller Luis Nishizawa,Arte,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/taller_luis_nishizawa,México,Toluca
761,Museo del Instituto Pedro Nolasco ,Arte,Ex Convento de la Merced,,México,Toluca
762,Museo de la Inquisición,Historia,"Mexhibitions, A.C.",,México,Toluca
763,Museo de Antropología e Historia,Arqueología,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/museo_antropologia_historia,México,Toluca
764,Museo de la Estampa del Estado de México,Arte,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/estampa,México,Toluca
765,Museo  Auditorio PetStar ,,PetStar ,https://www.petstar.mx/,México,Toluca
766,Museo Universitario Leopoldo Flores,Arte,Universidad Autónoma del Estado de México,http://www.uaemex.mx/muslf/,México,Toluca
767,Museo de Historia Universitaria José María Morelos y Pavón,Historia,Universidad Autónoma del Estado de México,,México,Toluca
768,Museo Observatorio Meteorológico Mariano Bárcena,Ciencia y tecnología,Universidad Autónoma del Estado de México,http://web.uaemex.mx/dcultur/MUSEOS/Observatorio/,México,Toluca
769,"Museo Gabinetes de Física, Química y Medicina",Ciencia y tecnología,Universidad Autónoma del Estado de México,http://web.uaemex.mx/dcultur/MUSEOS/gabinetes/index.html,México,Toluca
770,Cosmovitral Jardín Botánico de Toluca,Ciencia y tecnología,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/cosmovitral,México,Toluca
771,Museo de Arte Moderno del Estado de México,Arte,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/museo_arte_moderno,México,Toluca
772,Planetario Parque de la Ciencia Fundadores,,Secretaría de Cultura y Turismo del Estado de México,,México,Toluca
773,Museo de Bellas Artes de Toluca,Arte,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/bellas_artes,México,Toluca
774,Museo del Heroico Cuerpo de Bomberos Toluca,Historia,Ayuntamiento de Toluca/Coordinación Municipal de Protección Civil,http://www.toluca.gob.mx/museo-del-heroico-cuerpo-de-bomberos,México,Toluca
775,Museo de Ciencias Naturales de Toluca,Ciencia y tecnología,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/ciencias_naturales,México,Toluca
776,Museo Hacienda La Pila,Arte,Secretaría de Cultura y Turismo del Estado de México,https://patrimonioyserviciosc.edomex.gob.mx/museo-hacieda-pila,México,Toluca
777,Museo de la Acuarela del Estado de México,Arte,Secretaría de Cultura y Turismo del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/acuarela,México,Toluca
778,Pinacoteca Los Autonomistas ,Historia,Universidad Autónoma del Estado de México,,México,Toluca
779,Museo Felipe Santiago Gutiérrez,Arte,Secretaría de Cultura y Turismo del Estado de México,https://patrimonioyserviciosc.edomex.gob.mx/museo-felipe-santiago-gutierrez,México,Toluca
780,Museo Salón de la Fama del Deportivo Toluca,Especializado,Deportivo Toluca Futbol Club,https://www.tolucafc.com/museo,México,Toluca
781,Museo del Alfeñique,Arte,"Ayuntamiento de Toluca/Instituto Municipal de Cultura, Turismo y Arte",,México,Toluca
782,Museo Galería de Arte Mexiquense Torres Bicentenario,Historia,Secretaría de Cultura y Turismo del Estado de México,https://patrimonioyserviciosc.edomex.gob.mx/museo-torres-bicentenario,México,Toluca
783,Museo  del Paisaje José María Velasco,Arte,Secretaría de Cultura del Estado de México,,México,Toluca
784,Museo de Sitio de Calixtlahuaca,Arqueología,"Ayuntamiento de Toluca, Instituto Municipal de Cultura, Turismo y Arte",,México,Toluca
785,Museo del Mamut,Ciencia y tecnología,Ayuntamiento de Tultepec,,México,Tultepec
786,Museo Joaquín Arcadio Pagaza,Historia,Secretaría de Cultura del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/ccja,México,Valle de Bravo
787,Museo Arqueológico de Valle de Bravo,Arqueología,Secretaría de Cultura del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/patrimonio/museos/museo-arqueologico-valle-bravo,México,Valle de Bravo
788,Museo Virreinal de Zinacantepec   ,Arte,Secretaría de Cultura del Estado de México,http://patrimonioyserviciosc.edomex.gob.mx/virreinal_zinacantepec,México,Zinacantepec
789,Museo Paleontológico de Santa Lucía Quinametzin,,Gobierno de México,,México,Zumpango
790,Museo Comunitario del Valle de Xico,Arqueología,Comisión Local para la Preservación del Patrimonio Cultural de Valle de Chalco Solidaridad,,México,Valle de Chalco Solidaridad
791,Museo Eduardo Ruiz,TND,Museo Comunitario de la Junta Vecinal,,Michoacán de Ocampo,Álvaro Obregón
792,Museo Casa de la Constitución,Historia,Ayuntamiento de Apatzingán/Casa de la Cultura,,Michoacán de Ocampo,Apatzingán
793,Museo de la Tierra Caliente ,Antropología,"Centro de Cultura y Desarrollo, A.C.",https://www.facebook.com/Museo-de-la-Tierra-Caliente-609714619112642/timeline/,Michoacán de Ocampo,Apatzingán
794,Museo del Primer Supremo Tribunal de Justicia de la Nación,Historia,Suprema Corte de Justicia de la Nación (SCJN),http://www.poderjudicialmichoacan.gob.mx/web/museohistorico/principal.aspx,Michoacán de Ocampo,Ario
795,Museo Casa Morelos,Historia,Ayuntamiento de Carácuaro,,Michoacán de Ocampo,Carácuaro
796,Museo Regional Profr. Antonio Castañeda Robles,Arte,Ayuntamiento de Coahuayana,,Michoacán de Ocampo,Coahuayana
797,Museo Comunitario de Cotija,Historia,,,Michoacán de Ocampo,Cotija
798,Museo de la Estampa del Antiguo Convento de Santa María Magdalena ,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/312-museo-de-la-estampa-del-antiguo-convento-de-santa-maria-magdalena,Michoacán de Ocampo,Cuitzeo
799,Museo de Sitio de la Zona Arqueológica de Tres Cerritos,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/178-zona-arqueologica-tres-cerritos,Michoacán de Ocampo,Cuitzeo
800,Museo Tlaximaloyan ,Arqueología,Patronato del Museo Taximaroa,,Michoacán de Ocampo,Hidalgo
801,Museo de sitio de la Zona Arqueológica de Huandacareo,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/154-zona-arqueologica-huandacareo-la-nopalera,Michoacán de Ocampo,Huandacareo
802,Museo Lázaro Cárdenas del Río,Historia,UNAM/Coordinación de Humanidades,http://uaer.humanidades.unam.mx/museo/introduccion/,Michoacán de Ocampo,Jiquilpan
803,Museo de Arte Contemporáneo Alfredo Zalce (MACAZ),Arte,Secretaría de Cultura del Estado de Michoacán,,Michoacán de Ocampo,Morelia
804,Museo y Archivo Histórico Casa de Morelos,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/296-museo-y-archivo-historico-casa-de-morelos,Michoacán de Ocampo,Morelia
805,Planetario de Morelia Licenciado Felipe Rivera,Ciencia y tecnología,Centro de Convenciones y Exposiciones de Morelia,http://www.ceconexpo.com/planetario,Michoacán de Ocampo,Morelia
806,Museo Michoacano de las Artesanías,Arte,Casa de las Artesanías del Estado de Michoacán de Ocampo,,Michoacán de Ocampo,Morelia
807,"Museo Regional Michoacano, Dr. Nicolás León Calderón",Arqueología,Secretaría de Cultura/INAH,,Michoacán de Ocampo,Morelia
808,Museo del Estado de Michoacán (Cerrado por remodelación),Antropología,Secretaría de Cultura del Estado,,Michoacán de Ocampo,Morelia
809,Orquidiario de Morelia,Ciencia y tecnología,Centro de Convenciones y Exposiciones de Morelia,http://ceconexpo.com/orquidario/,Michoacán de Ocampo,Morelia
810,Museo Histórico del Poder Judicial del Estado de Michoacán,Historia,Gobierno del Estado de Michoacán/Poder Judicial,,Michoacán de Ocampo,Morelia
811,Museo Casa Natal de Morelos,Historia,Secretaría de Cultura del Estado de Michoacán,,Michoacán de Ocampo,Morelia
812,Museo de Residuos SOS,,Secretaría de Servicios Públicos Municipales/Ayuntamiento de Morelia,,Michoacán de Ocampo,Morelia
813,Museo de Historia Natural Manuel Martínez Solórzano,Ciencia y tecnología,Universidad Michoacana de San Nicolás de Hidalgo,http://museohistorianatural.blogspot.mx/,Michoacán de Ocampo,Morelia
814,Museo de Arte Colonial,Arte,Secretaría de Cultura del Estado de Michoacán,,Michoacán de Ocampo,Morelia
815,Museo de Geología y Mineralogía Dr. Jenaro González Reyna,Ciencia y tecnología,Universidad Michoacana de San Nicolás de Hidalgo/Facultad de Ingeniería Civil,,Michoacán de Ocampo,Morelia
816,Sala Melchor Ocampo del Colegio Primitivo y Nacional de San Nicolás de Hidalgo,Historia,Universidad Michoacana de San Nicolás de Hidalg,,Michoacán de Ocampo,Morelia
817,Centro de Interpretación Ruta Don Vasco,TND,,,Michoacán de Ocampo,Pátzcuaro
818,Museo de Artes e Industrias Populares de Pátzcuaro,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/299-museo-local-de-artes-e-industrias-populares-de-patzcuaro,Michoacán de Ocampo,Pátzcuaro
819,Museo Agrarista de Tzurumútaro,Historia,,,Michoacán de Ocampo,Pátzcuaro
820,Museo del 2°Hospital-Pueblo,Historia,Comunidad Indígena de Santa Fe de la Laguna,,Michoacán de Ocampo,Quiroga
821,Museo Nacional del Cobre,Arte,Ayuntamiento de Salvador Escalante,,Michoacán de Ocampo,Salvador Escalante
822,Museo del Maíz,Historia,,,Michoacán de Ocampo,Senguio
823,Museo del Centro Cultural Amalia Solórzano,TND,Patronato ciudadano,,Michoacán de Ocampo,Tacámbaro
824,Museo Comunitario de Tancítaro,Historia,Patronato,,Michoacán de Ocampo,Tancítaro
825,Museo El Real del Tajo,Historia,Particular,,Michoacán de Ocampo,Tangancícuaro
826,Museo de Sitio de la Zona Arqueológica de Tingambato,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/177-zona-arqueologica-tingambato,Michoacán de Ocampo,Tingambato
827,Museo Hermanos López Rayón,Historia,"Patronato del Museo Hermanos López Rayón, A.C.",,Michoacán de Ocampo,Tlalpujahua
828,Museo Tecnológico Minero del Siglo XIX/Mina dos Estrellas,Ciencia y tecnología,"Rescate Ecológico Cultural y Minero, A.C.",,Michoacán de Ocampo,Tlalpujahua
829,Museo Uralca,Arqueología,Municipio de Tlazazalca,https://www.facebook.com/museocasadecultura.uralca?lst=1000175748%3A100003140333702%3A1496256781,Michoacán de Ocampo,Tlazazalca
830,Museo del Ex convento de Santa Ana Tzintzuntzan,Historia,Centro Cultural Comunitario de Tzintzuntzan,,Michoacán de Ocampo,Tzintzuntzan
831,Museo de Sitio de las Yácatas Zona Arqueológica Tzintzuntzan,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/298-museo-de-sitio-de-las-yacatas-o-museo-de-sitio-de-la-zona-arqueologica-tzintzuntzan,Michoacán de Ocampo,Tzintzuntzan
832,Museo Municipal Eduardo Ruiz ,Arqueología,Casa de Cultura de Uruapan,,Michoacán de Ocampo,Uruapan
833,Museo Fray Juan de San Miguel,Antropología,"Fray Juan de San Miguel, A.C.",,Michoacán de Ocampo,Uruapan
834,Museo Municipal,Arqueología,Ayuntamiento de Uruapan/Casa de Cultura,,Michoacán de Ocampo,Uruapan
835,Museo Indígena Huatapera,Arte, Instituto Nacional de los Pueblos Indígenas,,Michoacán de Ocampo,Uruapan
836, Museo kutsïkua Arhákuchari K'umánchikua,Arqueología,Instituto de Investigaciones en Ciencias de la Tierra,,Michoacán de Ocampo,Uruapan
837,Museo Comunitario de Vista Hermosa M.V.Z. Octavio M. Carrillo Castellanos,TND,Ayuntamiento de Vista Hermosa,,Michoacán de Ocampo,Vista Hermosa
838,Museo Municipal Pentathlón de Yurécuaro,Antropología,Ayuntamiento de Yurécuaro,,Michoacán de Ocampo,Yurécuaro
839,Museo de la Ciudad de Zamora,Historia,Ayuntamiento de Zamora de Hidalgo,http://museodezamora.wixsite.com/museozam,Michoacán de Ocampo,Zamora
840,Casa Museo Lic. Felipe Rivera,Historia,Ayuntamiento de Zinapécuaro,,Michoacán de Ocampo,Zinapécuaro
841,Museo Casona de la Estación,Historia,Ayuntamiento de Zitácuaro/Direc.de Promoción y Difusión Cultural,,Michoacán de Ocampo,Zitácuaro
842,Museo Histórico y Natural Calmecac,Arqueología,Ayuntamiento de Atlatlahucan,https://www.facebook.com/profile.php?id=100007211203801&fref=ts,Morelos,Atlatlahucan
843,Museo Regional Tlahuica,Arqueología,Ayuntamiento de Axochiapan,,Morelos,Axochiapan
844,Museo Comunitario El Fuste,Historia,Comunidad de Quebrantadero,,Morelos,Axochiapan
845,Museo del Agrarismo Ex Hacienda de Chinameca,Historia,Secretaría de Cultura del Estado de Morelos,,Morelos,Ayala
846,Museo Casa Zapata,Historia,Secretaría de Cultura del Estado de Morelos,,Morelos,Ayala
847,Museo Histórico de Cuautla (Casa de Morelos),Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/228-museo-historico-de-cuautla-casa-de-morelos,Morelos,Cuautla
848,Museo de la Independencia. Sitio de Cuautla,Historia,Secretaría de Cultura del Estado de Morelos,,Morelos,Cuautla
849,Museo Vivencial  279,Historia,"Patronato del Museo Vivencial 279, A.C.",,Morelos,Cuautla
850,Museo del Centro Cultural Jardín Borda,Historia,Secretaría de Cultura del Estado de Morelos,,Morelos,Cuernavaca
851,Museo Robert Brady,Arte,"Fundación Robert Brady, A.C.",https://www.museorobertbrady.com/,Morelos,Cuernavaca
852,Jardín Etnobotánico y Museo de la Medicina Tradicional (Museo cerrado),Antropología,Secretaría de Cultura/INAH,,Morelos,Cuernavaca
853,Museo Morelense de Arte Contemporáneo Juan Soriano ,,Gobierno del Estado,http://mmacjuansoriano.org/,Morelos,Cuernavaca
854,Museo Cassa Gaia,,,,Morelos,Cuernavaca
855,Museo Fotográfico de Cuernavaca. El Castillito,Arte,Ayuntamiento de Cuernavaca,,Morelos,Cuernavaca
856,Museo de Arte Sacro de Cuernavaca,,Catedral de Cuernavaca/Ex-Convento de la Asunción de Cuernavaca,,Morelos,Cuernavaca
857,Museo de Ciencias del Estado de Morelos,,Consejo de Ciencia y Tecnología del Estado de Morelos/Centro Morelense de Comunicación de la Ciencia,http://museodeciencias.morelos.gob.mx,Morelos,Cuernavaca
858,Museo de Arte Indígena Contemporáneo,Arte,Patronato de la Universidad Autónoma del Estado de Morelos,,Morelos,Cuernavaca
859,"Museo Regional Cuauhnáhuac, Palacio de Cortés",Antropología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/249-museo-regional-cuauhnahuac-palacio-de-cortes,Morelos,Cuernavaca
860,Museo de la Ciudad de Cuernavaca (MuCIC),Historia,Ayuntamiento de Cuernavaca,,Morelos,Cuernavaca
861,Museo de Acervo Paleontológico de Cuernavaca (MAPA),Ciencia y tecnología,Particular,,Morelos,Cuernavaca
862,Museo Güelu,Arte,"Fundación Fernando Cué Gómez, A.C",http://www.museoguelu.org.mx/,Morelos,Cuernavaca
863,Museo Morelense de Arte Popular (MMAPO),Arte,Secretaría de Cultura del Estado de Morelos,http://mmapo.morelos.gob.mx/,Morelos,Cuernavaca
864,Proyecto Siqueiros: Sala de Arte Público Siqueiros-La Tallera,Arte,Secretaría de Cultura/INBA,https://saps-latallera.org/,Morelos,Cuernavaca
865,Papalote Museo del Niño Cuernavaca,Arte,"Museo Interactivo Infantil, A.C.",http://cuernavaca.papalote.org.mx/,Morelos,Cuernavaca
866,Museo Comunitario de Chalcatzingo El Sitio,Arqueología,"Grupo de Ejidatarios, A.C.",,Morelos,Jantetelco
867,Museo   Mariano Matamoros,Historia,Secretaría de Cultura del Estado de Morelos,,Morelos,Jantetelco
868,Museo de Sitio de Xochicalco,Arqueología,Secretaría de Cultura/INAH,,Morelos,Miacatlán
869,Museo de Sitio de Coatetelco,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/252-museo-de-sitio-de-coatetelco,Morelos,Miacatlán
870,Museo Comunitario de Ocuituco,TND,Grupo Cultural Siena Ocuituco A.C.,,Morelos,Ocuituco
871,Museo Comunitario de San Juan Tlacotenco,Historia,Comunitario independiente,,Morelos,Tepoztlán
872,Museo de Arte Prehispánico Colección Carlos Pellicer,Arqueología,"Patronato Amigos de Tepoztlán, A.C.",,Morelos,Tepoztlán
873,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,Antropología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/248-museo-ex-convento-de-tepoztlan-museo-de-la-natividad,Morelos,Tepoztlán
874,Museo Comunitario Ce Acatl Topiltzin Quetzalcóatl (Un ave serpiente),TND,Comité Cultural de Amatlán,,Morelos,Tepoztlán
875,Museo Comunitario Rubén Jaramillo,TND,"Unión de Pueblos de Morelos, A.C.",,Morelos,Tlaquiltenango
876,Museo Comunitario de Chimalacatlán,Antropología,Comunidad de Chimalacatlán,,Morelos,Tlaquiltenango
877,Museo Ex Convento de San Juan Bautista,Arte,"Museo Ex Convento de San Juan Bautista, A.C.",http://mediateca.inah.gob.mx/repositorio/islandora/object/guia%3A233,Morelos,Tlayacapan
878,Museo del Centro Cultural La Cerería,Historia,Ayuntamiento de Tlayacapan,,Morelos,Tlayacapan
879,Museo Comunitario de Totolapan,TND,Ayuntamiento de Totolapan,,Morelos,Totolapan
880,Museo del Campesino Dr. Emeterio González Orduña,Arqueología,Ayuntamiento de Xochitepec/Centro Cultural Xochitepequense,https://redcentrosculturales.morelos.gob.mx/centro-cultural-xochitepequense/,Morelos,Xochitepec
881,Museo del Chinelo,Antropología,"Grupo Cultural Yautepec, A.C.",,Morelos,Yautepec
882,Museo Comunitario San Esteban Tetelpan,Arqueología,"Museo Comunitario San Esteban Tetelpan, A.C.",http://www.morelosturistico.com/espanol/pagina/z_101_Museo_San_Esteban_Tetelpan.php,Morelos,Zacatepec
883,Museo Comunitario Zoloxúchitl,TND,Comunitario independiente,,Morelos,Zacualpan de Amilpas
884,Museo Local de Compostela,Arqueología,Secretaría de Cultura/INAH/Centro INAH Nayarit,http://www.inah.gob.mx/es/red-de-museos/271-museo-de-compostela,Nayarit,Compostela
885,Museo de la Casa de Cultura de Ixtlán del Río,Arqueología,Ayuntamiento de Ixtlán del Río,,Nayarit,Ixtlán del Río
886,Museo de Arte Sacro ,,Ayuntamiento de Jala,,Nayarit,Jala
887,Museo Comunitario de Jala,Arqueología,Patronato de la Casa de Cultura/Ayuntamiento de Jala,,Nayarit,Jala
888,Museo del Origen,Historia,Consejo Estatal para La Cultura y  las Artes de Nayarit,,Nayarit,Santiago Ixcuintla
889,Museo Comunitario de Santiago Ixcuintla,Historia,Junta Vecinal Pro Conservación y Difusión del Patrimonio Histórico y Cultural y Museo Comunitario / Ayuntamiento de Santiago Ixcuintla,,Nayarit,Santiago Ixcuintla
890,Museo Interactivo de Ciencias e Innovación de Nayarit,Ciencia y tecnología,Instituto Tecnológico de Tepic,,Nayarit,Tepic
891,Casa Museo Juan Escutia,Historia,Consejo Estatal para la Cultura y las Artes de Nayarit,,Nayarit,Tepic
892,Museo de los Cinco Pueblos,Antropología,Centro Cultural de los Cinco/Consejo Estatal para La Cultura y Las Artes de Nayarit,http://5pueblos.blogspot.mx/,Nayarit,Tepic
893,Museo Amado Nervo,Historia,Consejo Estatal para la Cultura y las Artes de Nayarit,,Nayarit,Tepic
894,Centro de Arte Contemporáneo del Bicentenario Emilia Ortiz,Arte,Consejo Estatal para la Cultura y las Artes de Nayarit,,Nayarit,Tepic
895,Museo Regional de Nayarit,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/257-museo-regional-de-nayarit,Nayarit,Tepic
896,Museo de Antropología e Historia de Allende,Historia,Ayuntamiento de Allende,,Nuevo León,Allende
897,Museo Profr. Moisés Sáenz Garza,Historia,Casa de Cultura/Ayuntamiento de Apodaca,,Nuevo León,Apodaca
898,Museo de la Memoria Viva,,"Mundo Sustentable, A.C.",,Nuevo León,Bustamante
899,Museo de las Cosas Simples,,Fundación Mundo Sustentable A.C.,,Nuevo León,Bustamante
900,Museo General Ponciano Cisneros  Quiroga,Historia,Ayuntamiento de Ciénega de Flores ,,Nuevo León,Ciénega de Flores
901,Museo El Ojo,Arte,Particular,,Nuevo León,García
902,Museo El Centenario,Historia,Ayuntamiento de San Pedro Garza García/Secretaría de Cultura de San Pedro Garza García,,Nuevo León,San Pedro Garza García
903,Museo de General Bravo,Especializado,Ayuntamiento de General Bravo,,Nuevo León,General Bravo
904,Museo Histórico de Escobedo,Historia,Ayuntamiento de Escobedo,,Nuevo León,General Escobedo
905,Museo Municipal de General Zaragoza,,Ayuntamiento de General Zaragoza,,Nuevo León,General Zaragoza
906,Museo Río Blanco,Antropología,Ayuntamiento de General Zaragoza,,Nuevo León,General Zaragoza
907,Museo Hacienda San Pedro,Historia,Centro de Información de Historia Regional-Hacienda San Pedro Celso Garza Guajardo/Universidad Autónoma de Nuevo León,http://haciendasanpedro.uanl.mx/museo/,Nuevo León,General Zuazua
908,Museo Ciudad Guadalupe,Antropología,"Patronato Cultural de Ciudad Guadalupe, N.L., A.C./Ayuntamiento de Guadalupe",,Nuevo León,Guadalupe
909,Museo de Historia de Higueras,Historia,Ayuntamiento de Higueras,,Nuevo León,Higueras
910,SUNMART Museo de Arte,Arte,"Grupo Sun Mall, A.C.",,Nuevo León,Juárez
911,Museo de Linares,Historia,"Museo de Linares, A.C.",,Nuevo León,Linares
912,Museo Comunitario de Mier y Noriega,Ciencia y tecnología,Ayuntamiento de Mier y Noriega,,Nuevo León,Mier y Noriega
