,Comentario,Texto limpio
20,"Es un museo gigante y maravilloso.
Tendrás que venir dos veces :)
La exposición de Tesoros está padrísima aunque muy pequeña.",museo gigante maravilloso venir exposición tesoros padrísima pequeña
21,Qué gran museo. Hay una exposición temporal del Océano muy buena.,museo exposición temporal océano
22,"Universum es un museo que todos deberíamos visitar. Es un lugar donde verdaderamente puedes pasar un buen rato y además aprender, sin importar la edad que tengas. Tanto las salas, como las actividades y los anfitriones son de lo mejor y un orgullo para la comunidad universitaria. Pero eso sí, es imposible recorrerlo bien en un sólo día. Mi sala favorita fue la de Océano.",universum museo deberíamos visitar verdaderamente puedes pasar rato aprender importar edad salas actividades anfitriones orgullo comunidad universitaria imposible recorrerlo sala favorita océano
23,"Muy descuidado por afuera, el museo muy bien",descuidado afuera museo
24,"Un museo  de lujo, es mejor llegar antes de medio dia. Costo general  $90 mas $15 de cada expo. Total máximo $120 p/p",museo lujo llegar costo expo máximo pp
25,"Algunas salas aún están cerradas, pero fuerte de eso están muy bien organizados  en cuanto a normas de seguridad sanitaria, por lo demás el museo es increíble.",salas cerradas fuerte organizados normas seguridad sanitaria museo increíble
26,"Es un museo al que yo le tengo mucho cariño, ya que fui anfitriona durante dos años. Sin duda, el lugar ideal para aprender sobre diversos temas relacionados con la ciencia, incluyendo física, química, astronomía, biología, anatomía e incluso ciencias sociales. También hay un espacio infantil para niños menores de 6 años y un área llamada Ciencia Recreativa para aprender sobre ciencia a través de talleres donde realizas alguna manualidad.
No me gustaba que luego hubiera equipos sin funcionar, pero espero que ya no persista tanto ese problema.
Si necesitas que alguien te explique alguna sala, busca a los anfitriones, no te cobran nada y lo harán con gusto.",museo cariño anfitriona años duda ideal aprender diversos temas relacionados ciencia incluyendo física química astronomía biología anatomía ciencias sociales espacio infantil niños menores años área llamada ciencia recreativa aprender ciencia talleres realizas manualidad gustaba equipos funcionar espero persista problema necesitas alguien explique sala busca anfitriones cobran harán gusto
27,"Excelente opción para toda la familia. En estos momentos por la pandemia se tiene diferente tipo de dinámica, grupos de 10 maximo, en muy pocas salas puedes tocar y hay salas cerradas aunque si te gusta la ciencia con las explicaciones y todo el material que se presenta es suficiente.",excelente opción familia momentos pandemia tipo dinámica grupos maximo salas puedes tocar salas cerradas gusta ciencia explicaciones material presenta suficiente
28,"Excelente sitio para visitar. Es muy accesible el costo del boleto y vale mucho la pena. Tienen exposiciones fijas y temporales además de que el estacionamiento es muy barato, incluso si vas en moto no pagas estacionamiento. Totalmente recomendable para ir solo, en pareja, con amigos y con la familia.",excelente sitio visitar accesible costo boleto vale pena exposiciones fijas temporales estacionamiento barato vas moto pagas estacionamiento totalmente recomendable pareja amigos familia
29,"Por la pandemia está un poco vacío, lo cual es bueno para poder disfrutar las exposiciones. Actualmente hay una expo de fósiles, muy interesante, y otra de océano, la cuál nos gustó mucho. El personal es muy atento y te dan muy buenas explicaciones.",pandemia vacío disfrutar exposiciones expo fósiles interesante océano gustó personal atento explicaciones
30,"Es un museo muy bonito e interactivo. Definitivamente es un lugar para aprender sin importar la edad.
Vale la pena. Es una experiencia muy bonita",museo bonito interactivo definitivamente aprender importar edad vale pena experiencia bonita
31,"Gran museo, pero que en un día no alcanzas a recorrerlo todo! Mi consejo es comprar los boletos de la entrada general y una exposición.",museo alcanzas recorrerlo consejo comprar boletos entrada exposición
32,"La verdad que solo entre al baño, no tenía mucho tiempo para entrar y ver el museo por dentro. Pero una experiencia muy positiva de esto es que la gente del museo me permitió entrar al baño. Buena por la gente de Universum.",baño entrar museo experiencia positiva gente museo permitió entrar baño gente universum
33,"Muy bonito, didáctico e importante museo, apto para niños, adolescentes y adultos ya que ofrece atracciones para todas las edades y que pueden ser abordadas de distinta forma de acuerdo con el nivel de instrucción de cada persona.

Es un complemento ideal para reforzar materias de ciencias, desde biología, física química hasta astronomía.

El costo es accesible de 80 pesos para estudiantes y el lugar es seguro. Lo mejor es la excelente actitud que tienen los anfitriones que explican con mucho entusiasmo y conocimientos los temas.",bonito didáctico importante museo apto niños adolescentes adultos ofrece atracciones edades abordadas distinta forma nivel instrucción persona complemento ideal reforzar materias ciencias biología física química astronomía costo accesible pesos estudiantes seguro excelente actitud anfitriones explican entusiasmo conocimientos temas
34,"Muy interactivo, el guía super bueno con los niños , y las actividades super productivas .",interactivo guía super niños actividades super productivas
35,"Un lugar muy hermoso, puedes comprar los boletos con código QSR muy fácil, el acceso es rápido, cuenta con estacionamiento y la atención de los chicos que te van explicando es excelente, además cuentan con restaurante y área de snacks, tienen buen sabor y precios accesibles. Una experiencia extraordinaria además de que aprendes muchas cosas.",hermoso puedes comprar boletos código qsr fácil acceso rápido estacionamiento atención chicos explicando excelente cuentan restaurante área snacks sabor precios accesibles experiencia extraordinaria aprendes
36,"Hace frío, así que vayan bien abrigados.
Todas las salas son geniales y siempre hay alguien quien te explique.
Fui en domingo y no hay cafetería 😟, como pasamos varias horas dentro pues te da hambre.",frío vayan abrigados salas geniales alguien explique domingo cafetería  pasamos hambre
37,"Esta padre, debes recorrerlo todo, así que ve sin prisas, super la atención de los chicos que trabajan ahí.",padre debes recorrerlo ve prisas super atención chicos
38,"Me gustó mucho. Aunque siento q le falta señalética de circulación para apreciar mejor las exposiciones. Los guías y chicos q hacen las actividades (experimentos y demostraciones) muy atentos y t facilitan la apreciación de la salas. Demasiadas salas q se requiere ir desde temprano para poder recorrer todo.
$15 el estacionamiento.",gustó siento q falta señalética circulación apreciar exposiciones guías chicos q actividades experimentos demostraciones atentos t facilitan apreciación salas demasiadas salas q requiere recorrer estacionamiento
39,"Increíble! Un poco caro, pero te gastas más en ir al cine y es una experiencia que vale totalmente la pena, es como el museo Papalote, pero con más información y para niños y adultos.
Hay que ir a la recepción para apuntarse a las distintas actividades y también en caja además de la entrada principal hay que hacer otros pagos aparte para algunas visitas.
El lugar vale cada peso, excepto por el planetario que es una buena experiencia, pero en definitiva le falta una renovada.",increíble caro gastas cine experiencia vale totalmente pena museo papalote información niños adultos recepción apuntarse distintas actividades caja entrada principal pagos aparte visitas vale peso planetario experiencia definitiva falta renovada
40,El personal es muy amable y se esfuerzan por que tu visita se una buena experiencia explicando las exposiciones. Excelente trato a los niños.,personal amable esfuerzan visita experiencia explicando exposiciones excelente trato niños
41,"Muy bonito, mis hijos encantados, buena atención de los jóvenes que te orientan. Lamentablemente la sala del universo (parte oscura) no estaba en servicio y esa era justo la que más queríamos visitar. Además en el planetario nos tocó el inconveniente de un joven que subía los pies en los posabrazos de nuestros asientos y aunque le dije que los bajara volvió a molestar.",bonito hijos encantados atención jóvenes orientan lamentablemente sala universo oscura servicio justo queríamos visitar planetario tocó inconveniente joven subía pies posabrazos asientos dije bajara volvió molestar
42,"Tienen instalaciones muy interesantes, personal muy amable, atentos, siempre siguiendo los lineamientos de seguridad ante la contingencia",instalaciones interesantes personal amable atentos siguiendo lineamientos seguridad contingencia
43,"No terminé de recorrerlo, es grande y en casa sala te entretienes mucho por todos los experimentos y actividades que hay, definitivamente regresaste a terminarlo. La entrada está en $90 y con credencial de estudiante en $80",terminé recorrerlo grande casa sala entretienes experimentos actividades definitivamente regresaste terminarlo entrada credencial estudiante
44,Un gran museo para aprender de ciencia de manera interactiva. Solo le hace falta un poco de mantenimiento (entendible por la pandemia).,museo aprender ciencia interactiva falta mantenimiento entendible pandemia
45,"Bonito, pero ya estan en mal estado las instalaciones y hay salas en las que las cosas no sirven tan bien, lámparas que no funcionan ni pantallas, ni sonido de las instalaciones, es necesario arreglarlo para mejorar la experiencia.",bonito instalaciones salas sirven lámparas funcionan pantallas sonido instalaciones necesario arreglarlo mejorar experiencia
46,"Es buen museo , temas interesantes q t consientizan",museo temas interesantes q t consientizan
47,"Llegamos temprano y no recorrimos todo el Universum, nos faltó tiempo...",llegamos recorrimos universum faltó
48,"Este museo es grandioso para una salida escolar o familiar.Todas sus exposiciones están bien organizadas y bien planteada la información,necesita más mantenimiento las actividades de la exposición del cerebro.Hay área designada para la comida,es recomendable llevar tu propia comida por que la comida vendida aparte de no ser muy nutritiva,es un poco cara.Deberían ir a darle un vistazo,hay personas que aprenden jugando,este museo está pensado en esas personas.El museo es más interactivo pero también hay actividades para los auditivos y visuales.La exposición del mar es bastante interesante incluso para quien no está interesado en ese tema en específico.Si algún día llegan a visitar este museo tienen que ir a ver todo lo que tiene que ofrecer.Por mi parte la exposición que más me gusto fue la de física es bastante interesante,interactiva y aprendes y con amigos es más divertido.Este museo si es para llevar niños de cualquier edad.Aprenden nuevos conocimientos o los refuerzan.Fue una gran idea de parte de la escuela llevarnos a ese museo,que es de los más apropiados para personas de todas edades que he estado.Esa es mi opinión del museo Universum,ojalá les sea de ayuda a otras familias,personas o parejas a tener un día para disfrutar aprendiendo.",museo grandioso salida escolar familiartodas exposiciones organizadas planteada informaciónnecesita mantenimiento actividades exposición cerebrohay área designada comidaes recomendable comida comida vendida aparte nutritivaes caradeberían darle vistazohay personas aprenden jugandoeste museo pensado personasel museo interactivo actividades auditivos visualesla exposición mar interesante interesado tema específicosi llegan visitar museo ofrecerpor exposición gusto física interesanteinteractiva aprendes amigos divertidoeste museo niños edadaprenden conocimientos refuerzanfue idea escuela llevarnos museoque apropiados personas edades estadoesa opinión museo universumojalá ayuda familiaspersonas parejas disfrutar aprendiendo
49,"Es un espacio único, cargado de conocimiento y con muchos experimentos explicativos. ¡genial! Lamentablemente en este momento muchas pantallas interactivas no están en funcionando, dejándote sin la experiencia. Además, al ser un museo totalmente interactivo no tiene una secuencia de aprendizaje como los museos tradicionales. Es un espacio que deseo le den el mantenimiento y cuidados necesarios para que siga siendo un lugar increíble para el aprendizaje.",espacio único cargado conocimiento experimentos explicativos genial lamentablemente pantallas interactivas funcionando dejándote experiencia museo totalmente interactivo secuencia aprendizaje museos tradicionales espacio deseo den mantenimiento cuidados necesarios siga increíble aprendizaje
50,"La atención de las personas es muy buena!
El lugar es amplio con distintas salas en las que tú puedes aprender sobre distintos temas.
Este museo está enfocado más en el aprendizaje de los adolescentes debido a que son temas que se manejan en ámbito escolar.
Si bien es para quienes asisten a una institución puedes tú ir con algún familiar a descubrir zonas pocas comunes.",atención personas amplio distintas salas puedes aprender distintos temas museo enfocado aprendizaje adolescentes temas manejan ámbito escolar asisten institución puedes familiar descubrir zonas comunes
51,"Me parece un hermoso lugar independiente de las salas que siempre hay me gusta que pongan nuevas exposiciones pero eso no quiere decir que las otras sean aburridas al contrario siempre que voy siempre me vuelvo a sorprender de todo lo que hay
Me gusta mucho que tengan los aparatos para interactuar con ellos porque así se puede entender mucho mejor sobre el tema que hay en la sala aunq por lo mismo ya hay algunos que están en mantenimiento
Los baños siempre limpios me gusto que ya hay restaurante y cafetería en fin nunca eh tenido queja sobre este museo",hermoso independiente salas gusta pongan exposiciones aburridas contrario vuelvo sorprender gusta aparatos interactuar entender tema sala aunq mantenimiento baños limpios gusto restaurante cafetería eh queja museo
52,"Es mejor si compras tus boletos en línea porque el acceso es más rápido, el tiempo se pasa super rápido en cada modulo o exhibición, aparte es interactiva, solo recuerda desayunar bien porque si sales tienes que volver a pagar para entrar, esta muy grande por lo que si no te da tiempo de recorrerlo todo te quedarás con ganas de volver, bueno aun si lo terminas te seguirán quedando ganas.",compras boletos línea acceso rápido pasa super rápido modulo exhibición aparte interactiva recuerda desayunar sales volver pagar entrar grande recorrerlo quedarás ganas volver terminas seguirán quedando ganas
53,"Lo he visitado varias veces y nunca puedo terminar de recorrerlo, entrar a Universum, es entrar a otra dimensión, dónde pierdes la noción del tiempo y el espacio.

Muchísimas actividades puedes realizar, tanto niños como adultos, quedas fascinado con lo que observas, aprendes o vuelves a acordarte si ya se te había olvidado.

El precio, más o menos accesible, si vas solo, a diferencia si vas con la familia.

Tiene estacionamiento, el precio es de $10.00 pesos tiempo libre.

Afuera tiene juegos infantiles y áreas verdes, por si deseas pasar un momento relajado, volviendo a la realidad, mientras los niños, (si los llevas) se siguen divirtiendo otro rato más.

Recomendación: Ve con tiempo suficiente para que puedas recorrer todo y acude con ropa cómoda, porque si no terminarás agotado!!!",visitado terminar recorrerlo entrar universum entrar dimensión pierdes noción espacio muchísimas actividades puedes niños adultos quedas fascinado observas aprendes vuelves acordarte olvidado precio accesible vas diferencia vas familia estacionamiento precio pesos libre afuera juegos infantiles áreas verdes deseas pasar relajado volviendo realidad niños llevas siguen divirtiendo rato recomendación ve suficiente puedas recorrer acude ropa cómoda terminarás agotado
54,"Un museo genial, aprendes de varios temas, matemáticas, el cuerpo humano, quimica, el mar, la prevención familiar, la violencia contra la mujer. Cabe destacar que el personal que ahí labora tiene toda la actitud, son jóvenes que se toman el tiempo para explicarte cada tema, con datos muy interesantes y con una forma muy ligera de platicarlos. Las instalaciones muy cuidadas, muy bien acomodado todo... En general es un muy buen museo para ir en familia y para amasar recuerdos muy gratos. No dejen de visitarlo.",museo genial aprendes temas matemáticas cuerpo humano quimica mar prevención familiar violencia mujer cabe destacar personal labora actitud jóvenes toman explicarte tema datos interesantes forma ligera platicarlos instalaciones cuidadas acomodado museo familia amasar recuerdos gratos dejen visitarlo
55,"Un buen museo muy entretenido vaya manera de dar a conocer aspectos de la tecnología, de la ciencia, de la salud, de la vida en el planeta tierra la verdad las exposiciones son muy buenas también el Planetario  y las diferentes actividades que manejan en el Museo son muy interactivas y muy buena, Los costos también no son muy elevados son precios muy accesibles para todo público independientemente de que seas alumno o no de la UNAM",museo entretenido aspectos tecnología ciencia salud vida planeta tierra exposiciones planetario actividades manejan museo interactivas costos elevados precios accesibles público independientemente alumno unam
56,"Excelente lugar para llevar a tus hijos. Instalaciones buenas  , sin embargo ya hace falta un mantenimiento",excelente hijos instalaciones falta mantenimiento
57,"Es un espacio divertido para acercarte a la ciencia, aprendes muchísimo y es agradable para visitar con familia o pareja.",espacio divertido acercarte ciencia aprendes muchísimo agradable visitar familia pareja
58,"Está mal cuidado, áreas en muy mal estado como la del universo, y el tema fósiles es un robo, es una habitación con 4 fósiles y para colmo se pueden ver desde la primera y segunda planta.",cuidado áreas universo tema fósiles robo habitación fósiles colmo planta
59,Yo estoy planeando ir busque información en la página. Me parece excelente todo lo que brindan. Espero ir pronto y contarles mi experiencia en el Universum.,planeando busque información página excelente brindan espero contarles experiencia universum
60,"Aún funciona parcialmente por la pandemia. Más de la mitad de la mitad de la exhibición fuera de servicio, pero aún así fuerzan la entrada en grupos. La interactividad que es muy importante para los niños está casi ausente. Algunos temas mal cubiertos por los anfitriones. Precioso lugar.",funciona parcialmente pandemia mitad mitad exhibición servicio fuerzan entrada grupos interactividad importante niños ausente temas cubiertos anfitriones precioso
61,"Es un museo obligado de visitar en la ciudad de México, yo lo conocí desde pequeña y estaba dentro de mi top de museos favoritos pero ahora que lleve a mi hijo esta muy cambiado, el lugar está muy bien organizado y toca muchísimos temas importantes pero todo o casi todo es interactivo y el 30 o 40% de ello no funciona o está fuera de servicio. Además las personas llevan niños demasiado pequeños que aún no son capaces de comprender los temas que abarca el museo y se aburren y comienzan a gritar o llorar, se ponen a jugar con los aparatos interactivos sin poner atención en realidad al tema y no permiten a personas interesadas en acercarse a él. Lo bueno es que los guías conocen muy bien los temas y si te acercas a ellos mejorarán tu experiencia con sus explicaciones. Tiene un precio accesible y las actividades extra son interesantes, vayan temprano porque les llevará todo el día recorrerlo.",museo obligado visitar ciudad méxico conocí pequeña top museos favoritos lleve hijo cambiado organizado toca muchísimos temas importantes interactivo funciona servicio personas llevan niños pequeños capaces comprender temas abarca museo aburren comienzan gritar llorar ponen jugar aparatos interactivos atención realidad tema permiten personas interesadas acercarse guías conocen temas acercas mejorarán experiencia explicaciones precio accesible actividades extra interesantes vayan llevará recorrerlo
62,"Me encantó este museo, es un museo interactivo perfecto para niños, entretenido para tanto grandes como para pequeños, es seguro, tiene un restaurante adentro del museo, junto con una biblioteca, los baños estan limpios, afuera del museo venden más comida, te enseña mucho y hay personas que te explican cada cosa, esta grande y cada sala tiene su tema y es muy entretenido, te enseñan muchas cosas entre ellas un mariposario y más cosas, lo recomiendo demasiado, hay obras de teatro muy buenas, una experiencia muy enriquecedora.
Un tip que les podría dar es que lleguen temprano para ver cada sala y que vean el mariposario.😄",encantó museo museo interactivo perfecto niños entretenido pequeños seguro restaurante adentro museo biblioteca baños limpios afuera museo venden comida enseña personas explican cosa grande sala tema entretenido enseñan mariposario recomiendo obras teatro experiencia enriquecedora tip lleguen sala vean mariposario
63,"Muy cara la admisión para una familia standard, aparte te cobran extra por entrar a las salas que antes no cobraban y que sabes de antemano que los niños van a querer entrar.",cara admisión familia standard aparte cobran extra entrar salas cobraban antemano niños querer entrar
64,"Es muy agradable estar ahí, no alcanze a entrar a todas las salas por que cada una tiene un mundo 🌏 de ideas, mucha información que para mucha gente podría ser nueva, aun que es esencial para los niños, también resulta muy interesante para los adultos. Unas de las que recuerdo son, la sala 3D, la de sexualidad, la sala reduce, reutiliza y recicla, el universo, la física, la química.",agradable alcanze entrar salas mundo  ideas información gente esencial niños resulta interesante adultos recuerdo sala d sexualidad sala reduce reutiliza recicla universo física química
