,Unnamed: 0,Nombre,Página Web,Email,Entidad,Municipio,Enlace SIC,Descripción
26,26,Escuela Nacional de Artes Plásticas de la UNAM,,arcelia@correo.unam.mx,Ciudad de México,Xochimilco,http://sic.gob.mx/ficha.php?table=fototeca&table_id=92,"El acervo se creó en 1973 por la creciente necesidad de apoyo visual para el plan de estudios. La fototeca de la ENAP aspira a ser un punto de referencia importante para la historia, investigación y desarrollo de la comunicación visual.

Total aproximado de piezas: 35,000"
27,27,Biblioteca de las Artes del Centro Nacional de las Artes,http://www.cenart.gob.mx/vida-academica/biblioteca-de-las-artes/,fespbib@correo.cnart.mx,Ciudad de México,Benito Juárez,http://sic.gob.mx/ficha.php?table=fototeca&table_id=104,"Se creó con los acervos fotográficos provenientes de los centros de investigación del Instituto Nacional de Bellas Artes, en las disciplinas de artes plásticas, música y teatro.

Total aproximado de piezas: 218,151"
28,28,Fototeca de Casa Museo Benita Galeana,,,Ciudad de México,Benito Juárez,http://sic.gob.mx/ficha.php?table=fototeca&table_id=55,
29,29,Centro de Documentación de la Cineteca Nacional,,,Ciudad de México,Benito Juárez,http://sic.gob.mx/ficha.php?table=fototeca&table_id=123,"Este centro reúne un gran acervo de documentos especializado en cine, mismo que se encuentra a disposición de estudiosos y cinéfilos de esta área artística. Los materiales son sobre cine mexicano y acervo internacional y cuenta también con publicaciones teóricas, históricas y críticas."
30,30,Fototeca del Centro Nacional de Información y Promoción de la Literatura,,,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=67,"Esta fototeca resguarda el registro gráfico de actividades organizadas por la Coordinación y se ha ido enriqueciendo con material fotográfico de los archivos personales de escritores, así como de algunas colecciones de fotógrafos reconocidos, como Ricardo Salazar, Héctor García y María García, Rogelio Cuéllar, Barry Domínguez y Alberto Tovalín, entre otros. Cuenta con más de 13 mil fotografías de escritores mexicanos, de las cuales aproximadamente 6 mil ya han sido digitalizadas."
31,31,Archivo Histórico y Biblioteca Central del Agua ,https://www.gob.mx/conagua/es/acciones-y-programas/archivo-historico-y-biblioteca-central-del-agua-149838,olga.manuel@conagua.gob.mx; ciagua@conagua.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=73,"Breve descripción de la fototeca:

El Archivo Histórico se conformó en 1994 a partir de la documentación generada por la Secretaría de Fomento (1891) hasta la Comisión Nacional del Agua (1989). Está integrado por más de 240 mil expedientes clasificados y organizados en siete fondos documentales con aproximadamente 120 mil fotografías y 80 mil materiales cartográficos (mapas, planos y croquis):

- Aprovechamientos Superficiales
- Aguas Nacionales
- Consultivo Técnico
- Comisión del Río Grijalva
- Comisión del Río Papaloapan
- Infraestructura Hidráulica
- Colección Fotográfica

La Biblioteca Central del Agua se integró en 1986 con documentos de la Dirección y Subdirección de Agrología de la extinta SRH y SARH y está conformada por Estudios y Proyectos generados desde la Comisión Nacional de Irrigación hasta la actual Comisión Nacional del Agua. En 1994 se integran materiales bibliográficos con temas históricos, sociales, económicos y culturales que permiten apoyar el desarrollo de la investigación, la docencia y el estudio de ramas afines.

El acervo resguarda más de 30 mil referencias, con aproximadamente 15, 000 volúmenes de la Colección de Estudios y Proyectos estos contienen material cartográfico (mapas, planos, croquis, fotografías y en algunos casos muestra de tierra entre otros.). Así como 17,000 volúmenes de la Colección General.

Clasificadas en seis colecciones:

- Colección General
- Colección de Referencia
- Colección Especial
- Colección de Estudios y Proyectos
- Hemeroteca
- Mapoteca"
32,32,Archivo Histórico del Distrito Federal,,ruiza@sni.conacyt.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=80,"El archivo como tal se creó a partir de que el Ayuntamiento de la ciudad, en la época colonial, dispuso la conservación de sus materiales."
33,33,Ex Teresa Arte Actual,http://www.exteresa.bellasartes.gob.mx/,exteresa.difusion@inba.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=61,"El espacio es ideal para las expresiones artísticas no convencionales, entre ellas la instalación, el performance y el multimedia. Su objetivo principal es el estudio y la difusión del arte contemporáneo de México y el mundo. Es sede de las Jornadas de Nivelación del Oxígeno, del Festival Internacional de Arte Sonoro y de la Bienal Internacional de Performance."
34,34,Fototeca del Museo Nacional de Arte del INBA,http://www.munal.mx,abigail.molleda@munal.inba.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=40,"El acervo se creó en 1982 a partir de las tomas fotográficas realizadas para la elaboración de catálogos de exposiciones temporales y de la colección permanente exhibidas en el museo.
Cuenta con las piezas digitales y placas de las obras que conforman su acervo; así como obras que han sido ocupadas para las exposiciones temporales."
35,35,Fototeca Constantino Reyes-Valerio,http://www.fototeca-crv.inah.gob.mx/web/index.php?Intro=5/; http://www.fototeca-crv.inah.gob.mx/web/index.php,fototeca.cnmh@inah.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=112,"Fue creada en 1955 por iniciativa del arquitecto Jorge Gurría, entonces Secretario Técnico del INAH, quien propuso reunir todos los acervos fotográficos que estaban dispersos en las distintas direcciones de la institución. El INAH continuó con el desarrollo del archivo al orientarlo hacia tres grandes temas: Arquitectura virreinal, Arqueología y Etnografía. A finales de la década de 1970 buena parte del acervo se integró a la Fototeca Nacional, quedando bajo resguardo de la CNMH el material sobre arquitectura virreinal y pequeñas colecciones de arqueología y etnografía."
36,36,Museo Postal,https://www.vivemx.com/turismo/museo-postal.htm,jacalderon@correosdemexico.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=42,El acervo se creó en el 2000. La Biblioteca Postal conserva una cantidad importante de fotografías de diversos temas relacionados con el servicio postal mexicano e internacional.
37,37,Dirección General del Acervo Histórico Diplomático de la Secretaría de Relaciones Exteriores,,dgahistoricosre@sre.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=116,"El acervo se creó en 1984 con el fin de resguardar el material fotográfico acumulado durante los sexenios de los presidentes Echeverria y López Portillo. Se encuentra integrado al Sistema Nacional de Fototecas.

Total aproximado de piezas: 24,000"
38,38,Academia de San Carlos de la UNAM,http://www.fad.unam.mx/educacion-continua/academia.php,,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=91,"El acervo se creó en 1995. Las colecciones se encontraban en diferentes áreas de la Academia de San Carlos. Algunos fondos son de origen y otros fueron donados como material didáctico.

Total aproximado de piezas: 20,000"
39,39,Fideicomiso Archivos Plutarco Elías Calles y Fernando Torreblanca,http://www.fapecft.org.mx,normaogarrio@hotmail.com; fapecfot@yahoo.com.mx; fapecfot@gmail.com,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=117,"La fototeca del Fideicomiso Archivos Plutarco Elías Calles y Fernando Torreblanca, integrada por 30,822 fotografías, constituye un valioso material iconográfico para el estudio de la Revolución y Posrevolución Mexicana. El 22 de octubre de 2009, el FAPECFT recibió del Sistema Nacional de Fototecas del INAH, la Medalla y Reconocimiento al Mérito Fotográfico 2009."
40,40,Museo del Templo Mayor del INAH,http://www.templomayor.inah.gob.mx/,templomayor@attglobal.net,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=109,"El archivo se creó a la par de las excavaciones del Templo Mayor.

Total aproximado de piezas: 111,479"
41,41,Fototeca del Archivo Histórico del Arzobispado de México,http://aham.arquidiocesismexico.org.mx/,iturbe_maestría@hotmail.com,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=74,"El 11 de febrero de 1546, el Papa Paulo III expidió la bula de erección del Arzobispado de México dando inicio formal a las actividades de la Iglesia en México. Con el paso del tiempo la actividad pastoral de los distintos prelados de la arquidiócesis a lo largo de 470 años ha formado un archivo en el que se albergan los documentos generados por la actividad religiosa del clero y su feligresía, entre los cuales se encuentran fotografías de las diversas actividades eclesiásticas: iglesias, personajes, artículos y objetos religiosos de principios del siglo XX, por citar sólo algunos.

Total aproximado de piezas: 5,000"
42,42,Fototeca de la Coordinación Nacional de Museos y Exposiciones del INAH,,alejandra_ruano@inah.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=130,"El archivo fotográfico se constituyó como un acervo de trabajo en la década de los 60 a partir del taller de serigrafía. Registro de salas de exhibición, fachadas, inauguraciones proceso de montaje de exposiciones nacionales e internacionales traslado de piezas de colección, restructuración de museos, restauración de objetos registro de piezas exhibidas en muestras temporaes y permanentes, considerado uno de os archivos especializados sore el tema de museos que mantiene el INAH."
43,43,Archivo Histórico Citibanamex,https://www.amabpac.org.mx/wp/miembros/archivo-historico-banamex/,carlos.fernando.coronatorres@citibanamex.com,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=72,"El Archivo Histórico del Banco Nacional de México resguarda, organiza, conserva y difunde la documentación histórica de esta institución bancaria y en sus fondos se puede consultar la historia financiera y bancaria de México.

Integrada con un acervo de cerca de 80 mil fotografías y transparencias relacionadas con personajes, edificios y actividades de Banamex, esta fototeca cuenta con un banco de información organizado por temas, lo que facilita su consulta y utilización. Hay fotografías antiguas en gran formato, aunque la mayoría corresponden a la segunda mitad del siglo XX.

Abierto al público desde marzo de 1991, el archivo fue uno de los primeros de su tipo en el país. Ofrece a los usuarios el servicio de consulta de los fondos documentales, conformados por diversas colecciones, entre las que destacan una de papel moneda y otra de acciones de empresas. Cuenta con fototeca, biblioteca y un fondo virreinal sobre la vida y propiedades de los nobles que construyeron y habitaron el inmueble.

El Archivo Histórico está abierto de lunes a viernes de 9 a 14 y de 16 a 18 horas, y se encuentra ubicado en el mezzanine del edificio virreinal que Banamex ocupa desde el 2 de junio de 1884, también conocido como Palacio de los Condes de San Mateo de Valparaíso, en el corazón del Centro Histórico de la ciudad de México. En calles cercanas se puede visitar otros sitios culturales de interés, como el Museo del Estanquillo, la Pinacoteca de la Casa Profesa y el Museo ex Templo de San Agustín, entre muchos otros.

Fotografía: Acervo del Archivo Histórico de Banamex."
44,44,Fototeca de la Dirección de Salvamento Arqueológico ,,emmanuel_molina @inah.gob.mx,Ciudad de México,Cuauhtémoc,http://sic.gob.mx/ficha.php?table=fototeca&table_id=146,"Esta fototeca es especializada en arqueología y la organización es por proyectos. Los materiales se encuentran organizados, por año, denuncia y proyecto."
45,45,Fototeca Etnográfica del Museo Nacional de Antropología del INAH,,valerioer@hotmail.com,Ciudad de México,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=fototeca&table_id=106,Fotos etnográficas de México y del archivo etnográfico del Museo Nacional de Antropología.
46,46,Museo de Arte Moderno del INBA,https://mam.inba.gob.mx/,mam@correo.inba.gob.mx,Ciudad de México,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=fototeca&table_id=60,El acervo se creó en 1993 por iniciativa pública y a través de donaciones de varios artistas.
47,47,Dirección de Antropología Física del INAH,http://antropologia.inah.gob.mx/direcciones/2012-11-07-23-02-30,dafinahga@gmail.com,Ciudad de México,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=fototeca&table_id=68,El acervo se creó en 1968 como producto del material de investigación empleado en campo y en el gabinete de esta área.
48,48,Sala de Arte Público Siqueiros,http://www.saps-latallera.org,saps.archivo@inba.gob.mx,Ciudad de México,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=fototeca&table_id=46,"El contenido del Acervo Fotográfico da cuenta de la vida y obra de Siqueiros, además de ser testimonio fiel de episodios políticos y sociales, del desarrollo ubano y del paisaje, así como de la vida cotidiana de la época. Algunas piezas de este acervo fueron utilizadas por el artista como modelos para la composición de sus obras. Asimismo, el acervo cuenta con imágenes de la autoría de: Héctor García, Guillermo Zamora, Enrique Bordes Mangel, Luis Guzmán, Daniel Frasnay y los Hermanos Mayo, por mencionas solo algunos."
49,49,Fototeca del Museo Nacional de Historia ,http://www.mnh.inah.gob.mx/biblioteca,fototeca.mnh@inah.gob.mx,Ciudad de México,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=fototeca&table_id=111,"Esta fototeca resguarda imágenes fotográficas de los objetos que conforman las colecciones que el museo tiene bajo su custodia, así como del edificio y las salas de exposición."
50,50,Biblioteca Nacional de Antropología e Historia,http://cdmxtravel.com/es/lugares/biblioteca-nacional-de-antropologia-e-historia.html,baltazar_brito@inah.gob.mx,Ciudad de México,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=fototeca&table_id=76,"Se creó en la década de 1970 como acervo de consulta, difusión e investigación del material fotográfico elaborado por arqueólogos en trabajo de campo.

El acervo posee más de 40 000 imágenes. Hay gran diversidad de formatos y técnicas fotográficas, entre ellas: albúmina, colodión, plata sobre gelatina y proceso cromogénico, este último en transparencias y diapositivas."
51,51,Fototeca del Archivo General de la Nación,http://www.agn.gob.mx/,argena@agn.gob.mx,Ciudad de México,Venustiano Carranza,http://sic.gob.mx/ficha.php?table=fototeca&table_id=83,"Contiene Archivo fotográfico, cartografía, genealogía, mapoteca, video y sonido."
52,52,Fototeca del Museo Regional de Durango - UJED,http://www.ujed.mx,museoregional@hotmail.com,Durango,Durango,http://sic.gob.mx/ficha.php?table=fototeca&table_id=135,"La fototeca en su acervo fotográfico, resguarda, conserva y difunde especialmente con carácter didáctico, educativo, cultural, estético y recreativo para el conocimiento de la historia e identidad durangueña, comprende fotografías originales, así como copias digitalizadas; colecciones donadas por colaboradores particulares que suman aproximadamente 5,000 imágenes, tanto de Durango como del país."
53,53,Fototeca Centro INAH Durango,http://www.inah.gob.mx,cesar_rodriguez@inah.gob.mx; cesarrg93@gmail.com,Durango,Durango,http://sic.gob.mx/ficha.php?table=fototeca&table_id=48,"El acervo que se conserva en la Fototeca del Centro INAH Durango es mayormente material que representa la historia del Estado. Ya sean sus edificios, tradiciones, personas y hechos históricos que han sucedido a través de la historia."
