,Unnamed: 0,Nombre,Página Web,Email,Entidad,Municipio,Enlace SIC,Descripción
16,16,Casa de la Cultura de Asientos,http://www.aguascalientes.gob.mx,asicultura@hotmail.com; ica@aguascalientes.gob.mx,Aguascalientes,Asientos,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1579,"El inmueble se empezó a construir en junio de 1997 y a partir de febrero de 1988 alberga la Casa de la Cultura de Asientos.

Superficie de construcción: 146.25 m2

Asistencia promedio mensual de visitantes: 600 personas
Asistencia total de visitantes en el año 2010: 6,500 personas"
17,17,Casa de la Cultura de Calvillo,http://www.aguascalientes.gob.mx,calvillo.ica@gmail.com; ica@aguascalientes.gob.mx,Aguascalientes,Calvillo,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1049,5 de diciembre de 1980
18,18,Casa de la Cultura de Cosío,http://www.aguascalientes.gob.mx,coscultura@hotmail.com;  ica@aguascalientes.gob.mx,Aguascalientes,Cosío,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1510,"En 1992 el inmueble fue construido exprofeso para albergar la Casa de la Cultura de Cosío.

Superficie de construcción: 655.12 m2"
19,19,Casa de Cultura de Jesús María,http://www.aguascalientes.gob.mx,jmacultura@hotmail.com; ica@aguascalientes.gob.mx,Aguascalientes,Jesús María,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1499,3 de julio de 1983
20,20,"Fundación Keriva, A.C.",,kerivaac@gmail.com,Aguascalientes,Jesús María,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3350,"Asociación Civil sin fines de lucro, cuyo objetivo es luchar por el desarrollo integral de las personas, fomento a la protección animal y ambiental. Crear espacios armoniosos y situaciones que conlleven a la mejora social."
21,21,Casa de la Cultura de Pabellón de Arteaga,http://www.aguascalientes.gob.mx,pabcultura@hotmail.com; ica@aguascalientes.gob.mx,Aguascalientes,Pabellón de Arteaga,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1500,"Anteriormente era un vivero forestal y ante la necesidad de un espacio en donde se impartieran talleres de educación artística, y donde la población tuviera acceso a las bellas artes, desde hace 28 años la casa de la cultura ha atendido y atiende a una buena parte de la población y los grupos artísticos que participan en las festividades de la localidad, así como de las del resto del estado."
22,22,Casa de la Cultura de Rincón de Romos,https://www.facebook.com/pages/Casa-de-la-Cultura-de-Rinc%C3%B3n-de-Romos/1470527289825357?sk=info,rincon.ica@gmail.com,Aguascalientes,Rincón de Romos,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=513,El inmueble fue construido en el año 1955 y fue adaptado para albergar a la Casa de la Cultura de Rincón de Romos.
23,23,Casa de Cultura de San José de Gracia,http://www.aguascalientes.gob.mx,sanjosedeg.ica@gmail.com; ica@aguascalientes.gob.mx,Aguascalientes,San José de Gracia,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1582,"En sus inicios, la Casa de la Cultura estuvo ubicada en una escuela, sin embargo, un tiempo después se cambió al sitio donde hoy se encuentra la Dirección de Agua Potable. En dicho espacio había grandes carencias: las clases se daban en la calle, pues nada más había un salón; para el único baño se tenía que llevar agua desde la plaza y solamente lo podían utilizar las mujeres. A pesar de las vicisitudes del lugar, las actividades continuaron de manera exitosa. Fue gracias a las gestiones de la primera directora, la Mtra. Margarita Martínez Reyes, que se consiguió el espacio que actualmente alberga a esta Casa. Así, en una ceremonia especial el 23 de septiembre de 1994 se entregó a la población el edificio de la Casa de la Cultura. Con esta ceremonia, los josefinos tuvieron ya un local propio para acercarse a las artes y a la cultura.

Tipo de público al que está dirigido el centro cultural: General.

Asistencia promedio mensual de visitantes en 2016: 450 personas
Asistencia total de visitantes en el año 2016: 7,400 personas"
24,24,Casa de la Cultura de Tepezalá,http://www.aguascalientes.gob.mx,tepcultura@hotmail.com; ica@aguascalientes.gob.mx,Aguascalientes,Tepezalá,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1583,7 de noviembre de 1998
25,25,Casa de la Cultura de El Llano,http://www.aguascalientes.gob.mx,llacultura@hotmail.com; ica@aguascalientes.gob.mx,Aguascalientes,El Llano,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1580,"El inmueble fue construido exprofeso para albergar la Casa de la Cultura de El Llano, la realización de la obra se realizó por parte de la Secretaria de Obras Públicas, hecho por el cual se desconoce el nombre del Arquitecto o Ingeniero Civil que proyectó y construyó la obra. Y es desde el inicio de su memoria que ha sido usado para todo tipo de representaciones artísticas. Desde un Concierto de Piano, hasta la proyección de un video con la historia del Municipio, hay funciones de Encuentros Estatales de Pintura, eventos de carácter cívico, político, social y artístico

Asistencia promedio mensual de visitantes: 350 personas
Asistencia total de visitantes en el año 2010: 5000 personas"
26,26,Casa de Cultura de San Francisco de los Romo,http://www.aguascalientes.gob.mx/temas/cultura/Noticias/Convocatorias/pdf%20casas/talleres2016/7CC%20Rincon%20de%20Romos%20CE2015-2016.pdf,sanpancho.ica@gmail.com,Aguascalientes,San Francisco de los Romo,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1581,El inmueble fue construido exprofeso para albergar a la Casa de Cultura de San Francisco de los Romo.
27,27,Centro Cultural Santo Tomás,https://www.facebook.com/CentroCulturalSantoTomas/,jaimedelfin@grupopando.com,Baja California,Ensenada,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3091,"El inmueble fue adaptado para albergar al Centro Cultural Santo Tomás y se encuentra en el interior de las Bodegas de Santo Tomás.

Tipo de público al que está dirigida la casa de cultura: General

En 1930 Bodegas de Santo Tomás es adquirida por el Gral. Abelardo l. Rodriguez, y el etnólogo Esteban Ferro decide trasladar la producción del vino del Valle de Santo Tomás a un antiguo edificio de adobe que fue construido en 1913 por la 25 infantería en el municipio de Ensenada y que fue abandonado el año de 1915 cuando se pasa la capital del territorio norte a Mexicali Baja California. Ya en 1995 el señor Antonio Cosío actual dueño de Bodegas de Santo Tomás regresa la producción del vino a su lugar de origen y se destinan los espacios en desuso a la promoción y difusión de actividades artísticas. En el año de 2013 se constituye oficialmente el Centro Cultural Santo Tomas, siendo éste el promotor de la nueva vocación de estos espacios que darán cobijo a las actividades culturales de la entidad."
28,28,Centro Cultural Riviera de Ensenada,http://rivieradeensenada.com.mx/#contacto,eventos@rivieradeensenada.com.mx; alejandra@rivieradeensenada.com.mx,Baja California,Ensenada,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3058,Administración mixta.
29,29,Casa de la Cultura Profr. Miguel de Anda Jacobsen,http://www.ensenada.gob.mx,amalia.gaitan@hotmail.com ,Baja California,Ensenada,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=502,"El inmueble se construyó el 31 de octubre de 1930. La primera Casa de la Cultura de Ensenada se abrió en la vieja casona de Valle Verde, inaugurada por el Gobernador Milton Castellanos y por Roberto de la Madrid. El gestor del proyecto y primer director de casa de la cultura fue el Profr. Miguel de Anda Jacobsen, quien posteriormente fue Director de Asuntos Culturales del estado. La casa de la cultura se reubicó el 17 de noviembre de 1983, dentro del edificio del Centro Cultural Riviera del Pacifico, en unas instalaciones construidas por el gobierno federal, por el Secretario de Sahope el Ing. Roberto Díaz García y bajo la obra del Ing. Humberto Nobel Granados, que fueron los encargados del proyecto y obra de ampliación.

Asistencia promedio mensual de visitantes: 800 personas
Asistencia total de visitantes en el año 2010: 9,600 personas"
30,30,Centro Cultural ISSSTE Ensenada,http://www.issste.gob.mx,tomy_025@hotmail.com,Baja California,Ensenada,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=985,1 de marzo de 2000
31,31,Centro Estatal de las Artes de Ensenada (CEARTE) ,https://www.facebook.com/CEARTEnsenada/,coordinacioncearte@hotmail.com,Baja California,Ensenada,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2112,"El Centro Estatal de las Artes Ensenada (Cearte) inició sus actividades el 31 de julio del 2007. Surge como respuesta a la solicitud que por muchos años habían formulado pintores y otros creadores de diversas áreas del arte y la literatura ante autoridades locales y nacionales.

Forma parte de la Red de Centros de las Artes de la Secretaría de Cultura.

Asistencia total de visitantes al año: 114,000 personas"
32,32,"Meyibó, Centro del Saber",,meyibocs@yahoo.com,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2604,"El inmueble fue construído exprofeso para albergar al Centro del Saber Meyibó e inaugurado en marzo de 2001. Ofrece capacitación a la ciudadanía para potencializar y enriquecer sus conocimientos ademas de ser un centro que facilita la capacitación y desarrollo personal en las áreas de la ciencia, tecnología, arte y cultura.

Cuenta con grupos de trabajo para personas con capacidades diferentes como: ciegos, débiles visuales y sordos."
33,33,Casa de Cultura del Barrio,,ccnanachela@gmail.com; ccnanachela@hotmail.com,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2447,"En 1949 el inmueble fue contruído como casa habitación, en 1998 se adaptó para albergar la Casa de Cultura del Barrio.

La Casita de Cultura de Barrio funciona en una construcción y terreno donados por la profesora Soledad Ponce de León Patiño (1900-1997), la que desde muy joven, además de atender su carrera de profesora de educación primaria, contaba cuentos en una estación de radio local, su nombre artístico fue el de Nana Chela. En vida de la maestra se formó la Asociación Civil (21-marzo-96), el terreno y la casa quedó escriturada a nombre del Pueblo de Mexicali, y como albacea la Asociación Civil denominada Centro Cultural Nana Chela, A.C., posteriormente se construyó el local de la biblioteca, la que está integrada a la Red Nacional de Bibliotecas de la Dirección General de Bibliotecas de la Secretaría de Cultura, con el nombre de Soledad Ponce de León. También fue construida La Cocina, un foro al aíre libre y la Ruta del Arte este último anexo para exposiciones y salas de lectura.

Asistencia promedio mensual de visitantes: 450 (alumnos de talleres y cursos sin incluir la biblioteca ni presentaciones artísticas."
34,34,Centro Cultural Ciudad Morelos,http://www.mexicali.gob.mx/imacum/contacto.html,bp1806@dgb.conaculta.gob.mx,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2606,"El inmueble fue adaptado para albergar al Centro Cultural Ciudad Morelos.


Asistencia promedio mensual de visitantes: 785 personas"
35,35,Centro Cultural Guadalupe Victoria,,bp7363@dgb.conaculta.gob.mx,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2607,"El inmueble fue adaptado para albergar al Centro Cultural Guadalupe Victoria.

Superficie de construcción: 368 m2

Asistencia promedio mensual de visitantes: 1,153 personas."
36,36,Centro Estatal de las Artes de Baja California,http://www.icbc.gob.mx/,normaceart@gmail.com; ceartbc@gmail.com,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1041,"El inmueble fue construido exprofeso para albergar al Centro Estatal de las Artes de Baja California. La primera piedra del Ceart se colocó el 14 de noviembre de 2003 y fue inaugurado el 31 de enero del 2005, por el ex presidente de México, Vicente Fox Quesada, y el gobernador Eugenio Elorduy Walther. Al finalizar la inauguración, la Orquesta de Baja California y el grupo de percusiones Tambuco fueron los primeros en tocar en el recinto. La realización del inmueble estuvo a cargo del arquitecto mexicalense Martín Pereida. La primera exposición en el Ceart fue Analogías de color y líneas, con obras de reconocidos artistas del Estado de Baja California. Entre las exposiciones de mayor importancia presentadas en el Ceart se encuentra Rodin en Baja California, en donde se apreciaron las famosas obras El pensador y El beso, del escultor parisino. En octubre del año 2006 se inauguró el Centro de Convenciones y Espectáculos del Ceart demostrando el crecimiento del Centro de las Artes.

Superficie de construcción: 5,615 m2

Asistencia promedio mensual de visitantes: 7,740 personas"
37,37,Casa de Cultura de Mexicali,https://www.facebook.com/CasaDeLaCulturaDeMexicali,casadelaculturamexicali@gmail.com,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2603,"El edificio de la escuela Cuauhtémoc, hoy casa de cultura, se comenzó a construir en 1915, siendo presidente municipal Francisco L. Montejano, y jefe político del distrito norte de la Baja California, el coronel Esteban Cantú. Se inauguró el 16 de septiembre de 1916, comenzando las clases el 1ro. de noviembre del mismo año, en esa época, la educación elemental en Mexicali llegaba hasta el 4to. grado; dos años después se ampliaría hasta el sexto, cumpliendo con el nombre de Escuela Superior y Mixta Cuauhtémoc. El edificio fue construido de concreto armado y entrepisos de madera y se utilizaron los materiales y técnicas más avanzados de la época, se proyectó específicamente para escuela.
En 1919 se estableció la Escuela de Iniciación Pedagógica que fue antecedente de la normal, al pasar del tiempo, el edificio se usó para otros fines como el de oficinas administrativas, biblioteca y escuelas de la Universidad Autónoma de Baja California. En 1974 se celebra el convenio tripartita entre el gobierno del estado, el Instituto Nacional de Bellas Artes y el Ayuntamiento de Mexicali, instalándose ahí la casa de la cultura en 1998. En la administración de Eugenio Elorduy Walther, se intervino este mismo inmueble, a través de este programa, en una primera fase mediante el cambio y rehabilitación de duelas, iluminación, restauración de plafones, aplanado de muros, iluminación y sustitución de puertas y pintura del pasillo principal, galería y archivo.
En el año 2000, en la administración de Víctor Hermosillo, se apoyó en una segunda fase con la instalación de electricidad y aire acondicionado para todo el inmueble y adquisiciones de mobiliario y equipo para el archivo histórico. El jueves 31 de agosto de 2006, fue declarada patrimonio cultural por el estado.

Superficie de construcción: 1,499.21 m2

Asistencia promedio mensual de visitantes: 3,000 personas"
38,38,Centro Cultural CREA Cultura,http://www.mexicali.gob.mx/imacum/index.html,nyleon@mexicali.gob.mx; imacum@mexicali.gob.mx,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1145,"El 24 junio de 1962 se construyó el inmueble, en 1974 fue adaptado para albergar al Centro Cultural CREA Cultura.

Se localiza dentro del Complejo denominado CREA, anteriormente, Casa de la Juventud."
39,39,Centro Cultural San Felipe,,imacum@gmail.com,Baja California,Mexicali,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2605,"En febrero de 2010 el inmueble fue construido exprofeso para albergar al Centro Cultural San Felipe.

El Centro Cultural se encuentra ubicado en los terrenos en los que se ubicó anteriormente la Biblioteca Pública Municipal Dr. Octavio García Pineda, misma que se reubicó dentro del mismo inmueble una vez terminada su Construcción.

Superficie de construcción: 785 m2

Asistencia promedio mensual de visitantes: 400 personas"
40,40,Centro Estatal de las Artes Tecate,https://www.facebook.com/ceartkt?rf=161239270679717,ceartkt@gmail.com; pillussv@hotmail.com,Baja California,Tecate,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2835,
41,41,Centro Cultural Tecate (CECUTEC),https://www.facebook.com/CasadelaCulturadeTecate,centroculturaltecate@hotmail.com; caemtecate@hotmail.com,Baja California,Tecate,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1028,"El inmueble fue adaptado para albergar al Centro Cultural Tecate (Cecutec).

Superficie de construcción: 700 m2

Asistencia promedio mensual de visitantes: 1000"
42,42,Centro de Seguridad Social IMSS Tijuana,http://www.imss.gob.mx,,Baja California,Tijuana,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2457,Días y horario de servicio de las oficinas: Lunes a viernes de 7:30 a 21:30 hrs.
43,43,Cine Tonalá (Sede Tijuana),https://tj.cinetonala.mx/,programaciontonala.tijuana@gmail.com,Baja California,Tijuana,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3315,"Cine Tonalá, primera red de centros culturales y gastronómicos en Latinoamérica, inauguró su tercera sede en Tijuana, el 15 de octubre de 2016,con sus nuevas formas de ver y consumir cine, teatro y las más recientes propuestas gastronómicas. Es un proyecto multidisciplinario con especial atención en el cine, las artes escénicas y la gastronomía. Cuenta con una sala de cine al aire libre y otra en el interior para 90 personas, no sólo se podrá disfrutar del séptimo arte mexicano y latinoamericano, sino también eventos culturales como teatro, conciertos, talleres y shows de stand up; asi también con un restaurant-bar."
44,44,Casa de la Cultura Ministro Luis Bazdresch,http://www2.scjn.gob.mx,ccjtijuana@mail.scjn.gob.mx,Baja California,Tijuana,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2712,"El inmueble data de 1970 y fue adaptado para albergar la Casa de Cultura Ministro Luis Bazdresch.

Asistencia promedio mensual de visitantes: 1,500 aproximadamente"
45,45,Antiguo Palacio Municipal de Tijuana,http://www.imac.tijuana.gob.mx,suboperativa@imactijuana,Baja California,Tijuana,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2135,"El 20 de agosto de 1921 se terminó la construcción del inmueble. El actual edificio del Antiguo Palacio Municipal de Tijuana, forma parte del Patrimonio Histórico Cultural de la Ciudad por ser uno de los inmuebles más antiguos de la ciudad. De 1921 a 1954 fue utilizado para oficinas públicas del gobierno federal y del entonces Distrito Norte; de 1954 a 1986 albergó las oficinas del Ayuntamiento de Tijuana. Después de esa fecha, el actual Palacio de la Cultura fue utilizado para espacios comerciales en el exterior, y en el interior para actividades culturales; de 2006 a la fecha alberga las oficinas centrales y culturales del IMAC.

Superficie de construcción: 1,938.25 m2

Asistencia promedio mensual de visitantes: 208 personas"
46,46,La Casa de las Ideas,https://tijuanainnovadora.com/casa-de-las-ideas/,casadelasideas.digital@gmail.com,Baja California,Tijuana,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2971,"Es un espacio para el fomento del pensamiento creativo que busca disminuir los índices de violencia e incrementar la convivencia ciudadana a través de cursos, laboratorios y talleres que incentivan la interacción social. En diciembre de 2012, Tijuana Innovadora inicia este proyecto luego de recibir en comodato por parte de SEDESOL un inmueble en la Colonia Camino Verde. Una construcción de 220 metros cuadrados, que incluyen área de talleres, área de consulta y un foro al aire libre con capacidad para 120 espectadores."
47,47,Centro Estatal de las Artes Tijuana,https://www.facebook.com/CEARTTijuana,icbc.cearttijuana@gmail.com,Baja California,Tijuana,http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2698,"La misión del Centro de las Artes de Baja California en Tijuana, el cual forma parte de la Red de Centros desde junio de 2006, es contribuir a la construcción de una sociedad con mayor sentido, en respeto a las diferentes expresiones multiculturales y étnicas, en un clima de tolerancia, aceptación, equidad y justicia, al tiempo de implementar modelos educativos de excelencia, para el desarrollo profesional de artistas y creadores, así como de gestores culturales, promotores y docentes de arte.

Entre el marco de colaboración entre el Consejo Nacional para la Cultura y las Artes y el Gobierno del Estado de Baja California, el Centro presenta una oferta de enseñanza artística multidimensional y posmoderna, integrando a las nuevas plataformas del conocimiento, las tecnologías aplicadas a la comunicación y la construcción de proyectos artísticos multimodales y transdisciplinarios en:

Artes Visuales.
Artes Escénicas: Danza.
Capacitación Docente.
Gestión Cultural.
Interdisciplina."
